品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明
Bourns,SRR0804,SRR0804,8 x 10.5 x 3.8 mm,,5,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,8 x 10.5 x 3.8 mm,8 x 10.5 x 3.8 mm,5 470 0.16 1.7 | -40 to +125 | No | N/A,Active,8,10.5,3.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR0908,SRR0908,9.5 x 10 x 7.5 mm,,1.5,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,9.5 x 10 x 7.5 mm,9.5 x 10 x 7.5 mm,1.5 15000 0.08 5.6 | -40 to +125 | No | N/A,Active,9.5,10,7.5,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR0906,SRR0906,9.5 x 10 x 6 mm,,2.7,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,9.5 x 10 x 6 mm,9.5 x 10 x 6 mm,2.7 10000 0.07 3.2 | -40 to +125 | No | N/A,Active,9.5,10,6,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR0905,SRR0905,9.9 x 9.9 x 4.5 mm,,10,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,9.9 x 9.9 x 4.5 mm,9.9 x 9.9 x 4.5 mm,10 470 0.33 2.1 | -40 to +125 | No | N/A,Active,9.9,9.9,4.5,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1050A,SRR1050A,10 x 10.2 x 4.8 mm,,68,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,10 x 10.2 x 4.8 mm,10 x 10.2 x 4.8 mm,100 | .68 320 0.73 9.5 | -40 to +125 | Yes | N/A,Active,10,10.2,4.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRU1028,SRU1028,10 x 10 x 2.8 mm,,1,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,10 x 10 x 2.8 mm,10 x 10 x 2.8 mm,100 | 1 220 0.65 7 | -40 to +125 | No | N/A,Active,10,10,2.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRU1038,SRU1038,10 x 10 x 3.8 mm,,1.5,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,10 x 10 x 3.8 mm,10 x 10 x 3.8 mm,100 | 1.5 330 0.55 7.2 | -40 to +125 | No | N/A,Active,10,10,3.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRU1048,SRU1048,10 x 10 x 4.8 mm,,0.8,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,10 x 10 x 4.8 mm,10 x 10 x 4.8 mm,330 | 0.8 560 4.7 7.8 | -40 to +125 | No | N/A,Active,10,10,4.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRU1063,SRU1063,10 x 10 x 6.5 mm,,1.6,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,10 x 10 x 6.5 mm,10 x 10 x 6.5 mm,100 | 1.6 100 1.1 8 | -40 to +125 | No | N/A,Active,10,10,6.5,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRU1063A,SRU1063A,10 x 10 x 6.5 mm,,4.7,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,10 x 10 x 6.5 mm,10 x 10 x 6.5 mm,4 R 7 | 4.7 100 1.1 5.5 | -40 to +125 | Yes | Yes,Active,10,10,6.5,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1005,SRR1005,10 x 12.7 x 5.2 mm,,1,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,10 x 12.7 x 5.2 mm,10 x 12.7 x 5.2 mm,1 3200 0.1 4.5 | -40 to +125 | No | N/A,Active,10,12.7,5.2,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1003,SRR1003,10.3 x 12.7 x 3 mm,,1.8,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,10.3 x 12.7 x 3 mm,10.3 x 12.7 x 3 mm,1.8 470 0.16 3 | -40 to +125 | No | N/A,Active,10.3,12.7,3,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1210A,SRR1210A,12 x 12 x 10 mm,,1,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,12 x 12 x 10 mm,12 x 12 x 10 mm,1 00 | 1 1000 0.75 11 | -40 to +125 | Yes | N/A,Active,12,12,10,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1210,SRR1210,12 x 12 x 10 mm,,1,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,12 x 12 x 10 mm,12 x 12 x 10 mm,1 00 | 1 1000 0.75 11 | -40 to +125 | No | N/A,Active,12,12,10,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1305,SRR1305,12.5 x 12.5 x 5 mm,,0.9,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,12.5 x 12.5 x 5 mm,12.5 x 12.5 x 5 mm,0.9 2.7 6 20 | -40 to +125 | No | N/A,Active,12.5,12.5,5,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1280A,SRR1280A,12.5 x 12.5 x 7.5 mm,,4.7,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,12.5 x 12.5 x 7.5 mm,12.5 x 12.5 x 7.5 mm,470 | 4.7 1000 0.68 8.2 | -40 to +125 | Yes | N/A,Active,12.5,12.5,7.5,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1280,SRR1280,12.5 x 12.5 x 7.5 mm,,1.1,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,12.5 x 12.5 x 7.5 mm,12.5 x 12.5 x 7.5 mm,470 | 1.1 1000 0.68 10.2 | -40 to +125 | No | N/A,Active,12.5,12.5,7.5,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1260A,SRR1260A,12.5 x 12.5 x 6 mm,,1,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,12.5 x 12.5 x 6 mm,12.5 x 12.5 x 6 mm,470 | 1 1000 0.68 9.4 | -40 to +125 | Yes | N/A,Active,12.5,12.5,6,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1260,SRR1260,12.5 x 12.5 x 6 mm,,1,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,12.5 x 12.5 x 6 mm,12.5 x 12.5 x 6 mm,470 | 1 1000 0.68 9.4 | -40 to +125 | No | N/A,Active,12.5,12.5,6,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1240,SRR1240,12.5 x 12.5 x 4 mm,,1,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,12.5 x 12.5 x 4 mm,12.5 x 12.5 x 4 mm,100 | 1 1000 0.42 9.3 | -40 to +125 | No | N/A,Active,12.5,12.5,4,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1208,SRR1208,12.7 x 12.7 x 8.5 mm,,2.5,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,12.7 x 12.7 x 8.5 mm,12.7 x 12.7 x 8.5 mm,2.5 10000 0.18 7.5 | -40 to +125 | No | N/A,Active,12.7,12.7,8.5,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1206,SRR1206,12.7 x 12.7 x 6.5 mm,,2.5,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,12.7 x 12.7 x 6.5 mm,12.7 x 12.7 x 6.5 mm,2.5 1500 0.20 6.2 | -40 to +125 | No | N/A,Active,12.7,12.7,6.5,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1205,SRR1205,12.7 x 12.7 x 5.5 mm,,2.5,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,12.7 x 12.7 x 5.5 mm,12.7 x 12.7 x 5.5 mm,2.5 820 0.30 5.5 | -40 to +125 | No | N/A,Active,12.7,12.7,5.5,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRR1806,SRR1806,18.3 x 14 x 6.8 mm,,10,UH,,,"Power Inductors - SRR & SRU Series, SMD Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,18.3 x 14 x 6.8 mm,18.3 x 14 x 6.8 mm,10 1000 0.45 4 | -40 to +125 | No | N/A,Active,18.3,14,6.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRN2010,SRN2010,2 x 1.6 x 1.02 mm,,0.24,UH,,,"Power Inductors - SRN Series, SMD Semi-Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,2 x 1.6 x 1.02 mm,2 x 1.6 x 1.02 mm,0.24 2.2 1.7 4.4 | -55 to +125 | No | N/A,Active,2,1.6,1.02,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRN2010TA,SRN2010TA,2 x 1.6 x 1.02 mm,,0.47,UH,,,"Power Inductors - SRN Series, SMD Semi-Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,2 x 1.6 x 1.02 mm,2 x 1.6 x 1.02 mm,0.47 22 0.27 2.35 | -40 to +125 | Yes | Yes,Active,2,1.6,1.02,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRN2012,SRN2012,2 x 1.6 x 1.2 mm,,0.24,UH,,,"Power Inductors - SRN Series, SMD Semi-Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,2 x 1.6 x 1.2 mm,2 x 1.6 x 1.2 mm,0.24 2.2 1.3 3.5 | -55 to +125 | No | N/A,Active,2,1.6,1.2,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRN2012T,SRN2012T,2 x 1.2 x 1.2 mm,,1,UH,,,"Power Inductors - SRN Series, SMD Semi-Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,2 x 1.2 x 1.2 mm,2 x 1.2 x 1.2 mm,1 22 0.24 1.3 | -40 to +125 | No | N/A,Active,2,1.2,1.2,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRN2508A,SRN2508A,2.5 x 2 x 0.8 mm,,0.47,UH,,,"Power Inductors - SRN Series, SMD Semi-Shielded",AEC-Q200: Yes,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: Yes,功率电感,SMT,2.5 x 2 x 0.8 mm,2.5 x 2 x 0.8 mm,0.47 10 0.45 1.45 | -55 to +125 | Yes | Yes,Active,2.5,2,0.8,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRN2510,SRN2510,2.5 x 2 x 1.02 mm,,0.24,UH,,,"Power Inductors - SRN Series, SMD Semi-Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,2.5 x 2 x 1.02 mm,2.5 x 2 x 1.02 mm,0.24 2.2 1.5 3.1 | -55 to +125 | No | N/A,Active,2.5,2,1.02,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
Bourns,SRN2510F,SRN2510F,2.5 x 2 x 1 mm,,0.24,UH,,,"Power Inductors - SRN Series, SMD Semi-Shielded",AEC-Q200: No,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Automotive grade: N/A,功率电感,SMT,2.5 x 2 x 1 mm,2.5 x 2 x 1 mm,0.24 4.7 1.7 9.5 | -55 to +125 | No | N/A,Active,2.5,2,1,https://www.bourns.com/docs/technical-documents/technical-library/inductive-components/publications/bourns_inductors_chokes_selection_guide.pdf,Bourns official selection guide PDF,官方网页抽取,2026-04-12,official web table,,,,,,,,,,,,,,,,,,,,,,,,
