品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明,_model_rule_authority,_resistance_ohm,输出频率,频率单位,频差（ppm）,电源电压,输出类型,占空比,频率,负载电容（pF）,驱动电平,_body_size
Abracon,AOTA-B252012Q,AOTA-B252012Q,,Metal Alloy,,,,,Automotive Mini Molded Inductors,Page: Abracon | Automotive Mini Molded Inductors,Table: 0,Source: https://abracon.com/automotive-mini-molded-inductors,功率电感,SMT,AOTA-B252012Q,2.5 x 2.0 x 1.2 mm,Automotive Mini Molded Inductors | Inductance (µH)=0.10 - 3.3 | DCR (mΩ)=4 - 161 | Operating Temperature (°C)=-40 ~ 150 | Size (L x W x H) mm=2.5 x 2.0 x 1.2 mm,Check Inventory,2.5,2,1.2,https://abracon.com/automotive-mini-molded-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | Automotive Mini Molded Inductors | table 0,,,,,,,-40 ~ 150,,,,,,,,1.8,4 - 161,,0.1,,,,,,Automotive Mini Molded Inductors,abracon_product_lineup,,,,,,,,,,,2.5 x 2.0 x 1.2 mm
Abracon,AOTA-C252012Q,AOTA-C252012Q,,Metal Alloy,,,,,Automotive Mini Molded Inductors,Page: Abracon | Automotive Mini Molded Inductors,Table: 0,Source: https://abracon.com/automotive-mini-molded-inductors,功率电感,SMT,AOTA-C252012Q,2.5 x 2.0 x 1.2 mm,Automotive Mini Molded Inductors | Inductance (µH)=4.7 | DCR (mΩ)=185 | Operating Temperature (°C)=-55 ~ 155 | Size (L x W x H) mm=2.5 x 2.0 x 1.2 mm,*In Stock Soon*,2.5,2,1.2,https://abracon.com/automotive-mini-molded-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | Automotive Mini Molded Inductors | table 0,,,,,,,-55 ~ 155,,,,,,,,2,185,,4.7,,,,,,Automotive Mini Molded Inductors,abracon_product_lineup,,,,,,,,,,,2.5 x 2.0 x 1.2 mm
Abracon,AOTA-B322512Q,AOTA-B322512Q,,Metal Alloy,,,,,Automotive Mini Molded Inductors,Page: Abracon | Automotive Mini Molded Inductors,Table: 0,Source: https://abracon.com/automotive-mini-molded-inductors,功率电感,SMT,AOTA-B322512Q,3.2 x 2.5 x 1.2 mm,Automotive Mini Molded Inductors | Inductance (µH)=0.10 - 3.3 | DCR (mΩ)=5 - 127 | Operating Temperature (°C)=-40 ~ 150 | Size (L x W x H) mm=3.2 x 2.5 x 1.2 mm,Check Inventory,3.2,2.5,1.2,https://abracon.com/automotive-mini-molded-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | Automotive Mini Molded Inductors | table 0,,,,,,,-40 ~ 150,,,,,,,,2.1,5 - 127,,0.1,,,,,,Automotive Mini Molded Inductors,abracon_product_lineup,,,,,,,,,,,3.2 x 2.5 x 1.2 mm
Abracon,AOTA-C322512Q,AOTA-C322512Q,,Metal Alloy,,,,,Automotive Mini Molded Inductors,Page: Abracon | Automotive Mini Molded Inductors,Table: 0,Source: https://abracon.com/automotive-mini-molded-inductors,功率电感,SMT,AOTA-C322512Q,3.2 x 2.5 x 1.2 mm,Automotive Mini Molded Inductors | Inductance (µH)=4.7 - 10 | DCR (mΩ)=135 - 230 | Operating Temperature (°C)=-55 ~ 155 | Size (L x W x H) mm=3.2 x 2.5 x 1.2 mm,*In Stock Soon*,3.2,2.5,1.2,https://abracon.com/automotive-mini-molded-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | Automotive Mini Molded Inductors | table 0,,,,,,,-55 ~ 155,,,,,,,,2.2,135 - 230,,4.7,,,,,,Automotive Mini Molded Inductors,abracon_product_lineup,,,,,,,,,,,3.2 x 2.5 x 1.2 mm
Abracon,AMDLH4020S,AMDLH4020S,,Metal Alloy,,,,,Hot Press Molded Inductors,Page: Abracon | Hot Press Molded Inductors,Table: 0 | sat_unit=A | dcr_unit=mΩ,Source: https://abracon.com/hot-press-molded-inductors,功率电感,SMT,AMDLH4020S,4.2 x 4.1 x 2.1mm,Hot Press Molded Inductors | Composite=Metal Alloy | Inductance=0.10-10 µh | DCR=1.6-115 mΩ | Saturation Current=2.7-26 A | Operating Temperature=-40˚C ~ +125˚C | Size=4.2 x 4.1 x 2.1mm,Check Inventory,4.2,4.1,2.1,https://abracon.com/hot-press-molded-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | Hot Press Molded Inductors | table 0,,,,,,,-40˚C ~ +125˚C,,,,,,,,,1.6-115 mΩ,,0.1,uH,,2.7-26 A,,,Hot Press Molded Inductors,abracon_product_lineup,,,,,,,,,,,4.2 x 4.1 x 2.1mm
Abracon,AMDLH5030S,AMDLH5030S,,Metal Alloy,,,,,Hot Press Molded Inductors,Page: Abracon | Hot Press Molded Inductors,Table: 0 | sat_unit=A | dcr_unit=mΩ,Source: https://abracon.com/hot-press-molded-inductors,功率电感,SMT,AMDLH5030S,5.6 x 5.2 x 3.0mm,Hot Press Molded Inductors | Composite=Metal Alloy | Inductance=0.47-22 µh | DCR=3.1-111 mΩ | Saturation Current=2.2-14 A | Operating Temperature=-40˚C ~ +125˚C | Size=5.6 x 5.2 x 3.0mm,Check Inventory,5.6,5.2,3,https://abracon.com/hot-press-molded-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | Hot Press Molded Inductors | table 0,,,,,,,-40˚C ~ +125˚C,,,,,,,,,3.1-111 mΩ,,0.47,uH,,2.2-14 A,,,Hot Press Molded Inductors,abracon_product_lineup,,,,,,,,,,,5.6 x 5.2 x 3.0mm
Abracon,AMPLH4020S,AMPLH4020S,,Carbonyl,,,,,Hot Press Molded Inductors,Page: Abracon | Hot Press Molded Inductors,Table: 0 | sat_unit=A | dcr_unit=mΩ,Source: https://abracon.com/hot-press-molded-inductors,功率电感,SMT,AMPLH4020S,4.3 x 4.2 x 2.1mm,Hot Press Molded Inductors | Composite=Carbonyl | Inductance=0.10-10 µh | DCR=1.9-126 mΩ | Saturation Current=3.3-35 A | Operating Temperature=-40˚C ~ +125˚C | Size=4.3 x 4.2 x 2.1mm,Check Inventory,4.3,4.2,2.1,https://abracon.com/hot-press-molded-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | Hot Press Molded Inductors | table 0,,,,,,,-40˚C ~ +125˚C,,,,,,,,,1.9-126 mΩ,,0.1,uH,,3.3-35 A,,,Hot Press Molded Inductors,abracon_product_lineup,,,,,,,,,,,4.3 x 4.2 x 2.1mm
Abracon,AMPLH5030S,AMPLH5030S,,Carbonyl,,,,,Hot Press Molded Inductors,Page: Abracon | Hot Press Molded Inductors,Table: 0 | sat_unit=A | dcr_unit=mΩ,Source: https://abracon.com/hot-press-molded-inductors,功率电感,SMT,AMPLH5030S,5.6 x 5.2 x 3.0mm,Hot Press Molded Inductors | Composite=Carbonyl | Inductance=0.24-22 µh | DCR=2.5-133 mΩ | Saturation Current=3.5-38 A | Operating Temperature=-40˚C ~ +125˚C | Size=5.6 x 5.2 x 3.0mm,Check Inventory,5.6,5.2,3,https://abracon.com/hot-press-molded-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | Hot Press Molded Inductors | table 0,,,,,,,-40˚C ~ +125˚C,,,,,,,,,2.5-133 mΩ,,0.24,uH,,3.5-38 A,,,Hot Press Molded Inductors,abracon_product_lineup,,,,,,,,,,,5.6 x 5.2 x 3.0mm
Abracon,AMPLH7020S,AMPLH7020S,,Carbonyl,,,,,Hot Press Molded Inductors,Page: Abracon | Hot Press Molded Inductors,Table: 0 | sat_unit=A | dcr_unit=mΩ,Source: https://abracon.com/hot-press-molded-inductors,功率电感,SMT,AMPLH7020S,7.3 x 6.6 x 2.0mm,Hot Press Molded Inductors | Composite=Carbonyl | Inductance=0.20-12 µh | DCR=1.8-87 mΩ | Saturation Current=4.3-38 A | Operating Temperature=-40˚C ~ +125˚C | Size=7.3 x 6.6 x 2.0mm,Check Inventory,7.3,6.6,2,https://abracon.com/hot-press-molded-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | Hot Press Molded Inductors | table 0,,,,,,,-40˚C ~ +125˚C,,,,,,,,,1.8-87 mΩ,,0.2,uH,,4.3-38 A,,,Hot Press Molded Inductors,abracon_product_lineup,,,,,,,,,,,7.3 x 6.6 x 2.0mm
Abracon,AMPLH7025S,AMPLH7025S,,Carbonyl,,,,,Hot Press Molded Inductors,Page: Abracon | Hot Press Molded Inductors,Table: 0 | sat_unit=A | dcr_unit=mΩ,Source: https://abracon.com/hot-press-molded-inductors,功率电感,SMT,AMPLH7025S,7.3 x 6.6 x 2.4mm,Hot Press Molded Inductors | Composite=Carbonyl | Inductance=0.2-10 µh | DCR=1.6-64 mΩ | Saturation Current=5.5-41 A | Operating Temperature=-40˚C ~ +125˚C | Size=7.3 x 6.6 x 2.4mm,Check Inventory,7.3,6.6,2.4,https://abracon.com/hot-press-molded-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | Hot Press Molded Inductors | table 0,,,,,,,-40˚C ~ +125˚C,,,,,,,,,1.6-64 mΩ,,0.2,uH,,5.5-41 A,,,Hot Press Molded Inductors,abracon_product_lineup,,,,,,,,,,,7.3 x 6.6 x 2.4mm
Abracon,AMSLA-Q7050,AMSLA-Q7050,,Metal Alloy,,,,,AMSLA High Power Density Stacked Inductors,Page: Abracon | AMSLA High Power Density Stacked Inductors,Table: 0 | current_unit=A | dcr_unit=mΩ,Source: https://abracon.com/molded-stacked-inductor-solutions-for-high-power-applications,功率电感,SMT,AMSLA-Q7050,7.0 x 7.0 x 5.0mm,AMSLA High Power Density Stacked Inductors | Inductance=75 - 150 nH | Current Rating=30 - 58 A | DCR=0.35 mΩ | Size=7.0 x 7.0 x 5.0mm,Check Inventory,7,7,5,https://abracon.com/molded-stacked-inductor-solutions-for-high-power-applications,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | AMSLA High Power Density Stacked Inductors | table 0,,,,,,,,,,,,,,,30,0.35 mΩ,,75,nH,,,,,AMSLA High Power Density Stacked Inductors,abracon_product_lineup,,,,,,,,,,,7.0 x 7.0 x 5.0mm
Abracon,AMSLA-7050,AMSLA-7050,,Metal Alloy,,,,,AMSLA High Power Density Stacked Inductors,Page: Abracon | AMSLA High Power Density Stacked Inductors,Table: 0 | current_unit=A | dcr_unit=mΩ,Source: https://abracon.com/molded-stacked-inductor-solutions-for-high-power-applications,功率电感,SMT,AMSLA-7050,7.0 x 7.0 x 5.0mm,AMSLA High Power Density Stacked Inductors | Inductance=72 - 150 nH | Current Rating=30 - 58 A | DCR=0.35 mΩ | Size=7.0 x 7.0 x 5.0mm,Check Inventory,7,7,5,https://abracon.com/molded-stacked-inductor-solutions-for-high-power-applications,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | AMSLA High Power Density Stacked Inductors | table 0,,,,,,,,,,,,,,,30,0.35 mΩ,,72,nH,,,,,AMSLA High Power Density Stacked Inductors,abracon_product_lineup,,,,,,,,,,,7.0 x 7.0 x 5.0mm
Abracon,AMSLA-1050,AMSLA-1050,,Metal Alloy,,,,,AMSLA High Power Density Stacked Inductors,Page: Abracon | AMSLA High Power Density Stacked Inductors,Table: 0 | current_unit=A | dcr_unit=mΩ,Source: https://abracon.com/molded-stacked-inductor-solutions-for-high-power-applications,功率电感,SMT,AMSLA-1050,10 x 7.0 x 5.0mm,AMSLA High Power Density Stacked Inductors | Inductance=85 - 220 nH | Current Rating=33 - 50 A | DCR=0.42 mΩ | Size=10 x 7.0 x 5.0mm,Check Inventory,10,7,5,https://abracon.com/molded-stacked-inductor-solutions-for-high-power-applications,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | AMSLA High Power Density Stacked Inductors | table 0,,,,,,,,,,,,,,,33,0.42 mΩ,,85,nH,,,,,AMSLA High Power Density Stacked Inductors,abracon_product_lineup,,,,,,,,,,,10 x 7.0 x 5.0mm
Abracon,AMSLA-1070,AMSLA-1070,,Metal Alloy,,,,,AMSLA High Power Density Stacked Inductors,Page: Abracon | AMSLA High Power Density Stacked Inductors,Table: 0 | current_unit=A | dcr_unit=mΩ,Source: https://abracon.com/molded-stacked-inductor-solutions-for-high-power-applications,功率电感,SMT,AMSLA-1070,10 x 8.0 x 7.0mm,AMSLA High Power Density Stacked Inductors | Inductance=150 - 310 nH | Current Rating=32 - 70 A | DCR=0.29 – 0.48 mΩ | Size=10 x 8.0 x 7.0mm,Check Inventory,10,8,7,https://abracon.com/molded-stacked-inductor-solutions-for-high-power-applications,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | AMSLA High Power Density Stacked Inductors | table 0,,,,,,,,,,,,,,,32,0.29 – 0.48 mΩ,,150,nH,,,,,AMSLA High Power Density Stacked Inductors,abracon_product_lineup,,,,,,,,,,,10 x 8.0 x 7.0mm
Abracon,AMSLA-1280,AMSLA-1280,,Metal Alloy,,,,,AMSLA High Power Density Stacked Inductors,Page: Abracon | AMSLA High Power Density Stacked Inductors,Table: 0 | current_unit=A | dcr_unit=mΩ,Source: https://abracon.com/molded-stacked-inductor-solutions-for-high-power-applications,功率电感,SMT,AMSLA-1280,12 x 8.0 x 7.0mm,AMSLA High Power Density Stacked Inductors | Inductance=220 - 230 nH | Current Rating=50 A | DCR=0.31 mΩ | Size=12 x 8.0 x 7.0mm,Check Inventory,12,8,7,https://abracon.com/molded-stacked-inductor-solutions-for-high-power-applications,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | AMSLA High Power Density Stacked Inductors | table 0,,,,,,,,,,,,,,,50,0.31 mΩ,,220,nH,,,,,AMSLA High Power Density Stacked Inductors,abracon_product_lineup,,,,,,,,,,,12 x 8.0 x 7.0mm
Abracon,AMSLA-1380,AMSLA-1380,,Metal Alloy,,,,,AMSLA High Power Density Stacked Inductors,Page: Abracon | AMSLA High Power Density Stacked Inductors,Table: 0 | current_unit=A | dcr_unit=mΩ,Source: https://abracon.com/molded-stacked-inductor-solutions-for-high-power-applications,功率电感,SMT,AMSLA-1380,13 x 13 x 8.0mm,AMSLA High Power Density Stacked Inductors | Inductance=210 - 440 nH | Current Rating=35 - 50 A | DCR=0.35 mΩ | Size=13 x 13 x 8.0mm,Check Inventory,13,13,8,https://abracon.com/molded-stacked-inductor-solutions-for-high-power-applications,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | AMSLA High Power Density Stacked Inductors | table 0,,,,,,,,,,,,,,,35,0.35 mΩ,,210,nH,,,,,AMSLA High Power Density Stacked Inductors,abracon_product_lineup,,,,,,,,,,,13 x 13 x 8.0mm
Abracon,ASPI-F7050,ASPI-F7050,,Metal Alloy,,,,,High Power Density Commercial Inductors,Page: Abracon | High Power Density Commercial Inductors,Table: 0,Source: https://abracon.com/high-power-density-commercial-inductors,功率电感,SMT,ASPI-F7050,8.4 x 8.0 x 4.8,High Power Density Commercial Inductors | Inductance (uH)=2.2 - 5.6 | Current Rating (A)=7 - 14 | DCR=6.4 - 17.2 | Package Size (mm)=8.4 x 8.0 x 4.8,Production,8.4,8,4.8,https://abracon.com/high-power-density-commercial-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | High Power Density Commercial Inductors | table 0,,,,,,,,,,,,,,,7,6.4 - 17.2,,2.2,,,,,,High Power Density Commercial Inductors,abracon_product_lineup,,,,,,,,,,,8.4 x 8.0 x 4.8
Abracon,ASPI-5050LR,ASPI-5050LR,,Metal Alloy,,,,,High Power Density Commercial Inductors,Page: Abracon | High Power Density Commercial Inductors,Table: 0,Source: https://abracon.com/high-power-density-commercial-inductors,功率电感,SMT,ASPI-5050LR,6.0 x 5.7 x 4.8,High Power Density Commercial Inductors | Inductance (uH)=5.6 - 22.0 | Current Rating (A)=3.4 - 7.2 | DCR=24.2 - 99.7 | Package Size (mm)=6.0 x 5.7 x 4.8,Production,6,5.7,4.8,https://abracon.com/high-power-density-commercial-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | High Power Density Commercial Inductors | table 0,,,,,,,,,,,,,,,3.4,24.2 - 99.7,,5.6,,,,,,High Power Density Commercial Inductors,abracon_product_lineup,,,,,,,,,,,6.0 x 5.7 x 4.8
Abracon,ASPI-F1060,ASPI-F1060,,Metal Alloy,,,,,High Power Density Commercial Inductors,Page: Abracon | High Power Density Commercial Inductors,Table: 0,Source: https://abracon.com/high-power-density-commercial-inductors,功率电感,SMT,ASPI-F1060,11.9 x 11.0 x 5.7,High Power Density Commercial Inductors | Inductance (uH)=0.68 - 10.0 | Current Rating (A)=9 - 34 | DCR=1.5 - 18.2 | Package Size (mm)=11.9 x 11.0 x 5.7,Production,11.9,11,5.7,https://abracon.com/high-power-density-commercial-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | High Power Density Commercial Inductors | table 0,,,,,,,,,,,,,,,9,1.5 - 18.2,,0.68,,,,,,High Power Density Commercial Inductors,abracon_product_lineup,,,,,,,,,,,11.9 x 11.0 x 5.7
Abracon,ASPI-F1030,ASPI-F1030,,Metal Alloy,,,,,High Power Density Commercial Inductors,Page: Abracon | High Power Density Commercial Inductors,Table: 0,Source: https://abracon.com/high-power-density-commercial-inductors,功率电感,SMT,ASPI-F1030,11.9 x 11.0 x 2.9,High Power Density Commercial Inductors | Inductance (uH)=0.28 - 1.5 | Current Rating (A)=18 - 35 | DCR=1.6 - 6.6 | Package Size (mm)=11.9 x 11.0 x 2.9,Production,11.9,11,2.9,https://abracon.com/high-power-density-commercial-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | High Power Density Commercial Inductors | table 0,,,,,,,,,,,,,,,18,1.6 - 6.6,,0.28,,,,,,High Power Density Commercial Inductors,abracon_product_lineup,,,,,,,,,,,11.9 x 11.0 x 2.9
Abracon,ASPI-F1010,ASPI-F1010,,Metal Alloy,,,,,High Power Density Commercial Inductors,Page: Abracon | High Power Density Commercial Inductors,Table: 0,Source: https://abracon.com/high-power-density-commercial-inductors,功率电感,SMT,ASPI-F1010,11.9 x 11.0 x 9.7,High Power Density Commercial Inductors | Inductance (uH)=2.2 - 15.0 | Current Rating (A)=12.5 - 29 | DCR=2.8 - 19.3 | Package Size (mm)=11.9 x 11.0 x 9.7,Production,11.9,11,9.7,https://abracon.com/high-power-density-commercial-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | High Power Density Commercial Inductors | table 0,,,,,,,,,,,,,,,12.5,2.8 - 19.3,,2.2,,,,,,High Power Density Commercial Inductors,abracon_product_lineup,,,,,,,,,,,11.9 x 11.0 x 9.7
Abracon,ASPI-8040LR,ASPI-8040LR,,Metal Alloy,,,,,High Power Density Commercial Inductors,Page: Abracon | High Power Density Commercial Inductors,Table: 0,Source: https://abracon.com/high-power-density-commercial-inductors,功率电感,SMT,ASPI-8040LR,8.2 x 8.6 x 3.8,High Power Density Commercial Inductors | Inductance (uH)=0.22 - 33.0 | Current Rating (A)=3.2 - 22 | DCR=1.35 - 144 | Package Size (mm)=8.2 x 8.6 x 3.8,Production,8.2,8.6,3.8,https://abracon.com/high-power-density-commercial-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | High Power Density Commercial Inductors | table 0,,,,,,,,,,,,,,,3.2,1.35 - 144,,0.22,,,,,,High Power Density Commercial Inductors,abracon_product_lineup,,,,,,,,,,,8.2 x 8.6 x 3.8
Abracon,ASPI-8040HS,ASPI-8040HS,,Metal Alloy,,,,,High Power Density Commercial Inductors,Page: Abracon | High Power Density Commercial Inductors,Table: 0,Source: https://abracon.com/high-power-density-commercial-inductors,功率电感,SMT,ASPI-8040HS,8.2 x 8.6 x 3.8,High Power Density Commercial Inductors | Inductance (uH)=0.22 - 10.0 | Current Rating (A)=5.2 - 30.7 | DCR=1.68 - 60 | Package Size (mm)=8.2 x 8.6 x 3.8,Production,8.2,8.6,3.8,https://abracon.com/high-power-density-commercial-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | High Power Density Commercial Inductors | table 0,,,,,,,,,,,,,,,5.2,1.68 - 60,,0.22,,,,,,High Power Density Commercial Inductors,abracon_product_lineup,,,,,,,,,,,8.2 x 8.6 x 3.8
Abracon,ASPI-8030LR,ASPI-8030LR,,Metal Alloy,,,,,High Power Density Commercial Inductors,Page: Abracon | High Power Density Commercial Inductors,Table: 0,Source: https://abracon.com/high-power-density-commercial-inductors,功率电感,SMT,ASPI-8030LR,8.2 x 8.6 x 2.8,High Power Density Commercial Inductors | Inductance (uH)=0.22 - 33.0 | Current Rating (A)=2.1 - 24 | DCR=1.62 - 177 | Package Size (mm)=8.2 x 8.6 x 2.8,Production,8.2,8.6,2.8,https://abracon.com/high-power-density-commercial-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | High Power Density Commercial Inductors | table 0,,,,,,,,,,,,,,,2.1,1.62 - 177,,0.22,,,,,,High Power Density Commercial Inductors,abracon_product_lineup,,,,,,,,,,,8.2 x 8.6 x 2.8
Abracon,ASPI-8030HS,ASPI-8030HS,,Metal Alloy,,,,,High Power Density Commercial Inductors,Page: Abracon | High Power Density Commercial Inductors,Table: 0,Source: https://abracon.com/high-power-density-commercial-inductors,功率电感,SMT,ASPI-8030HS,8.2 x 8.6 x 2.8,High Power Density Commercial Inductors | Inductance (uH)=0.22 - 5.6 | Current Rating (A)=6.3 - 32 | DCR=1.71 - 37.2 | Package Size (mm)=8.2 x 8.6 x 2.8,Production,8.2,8.6,2.8,https://abracon.com/high-power-density-commercial-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | High Power Density Commercial Inductors | table 0,,,,,,,,,,,,,,,6.3,1.71 - 37.2,,0.22,,,,,,High Power Density Commercial Inductors,abracon_product_lineup,,,,,,,,,,,8.2 x 8.6 x 2.8
Abracon,ASPI-6045T,ASPI-6045T,,Metal Alloy,,,,,High Power Density Commercial Inductors,Page: Abracon | High Power Density Commercial Inductors,Table: 0,Source: https://abracon.com/high-power-density-commercial-inductors,功率电感,SMT,ASPI-6045T,6.0 x 6.0 x 4.5,High Power Density Commercial Inductors | Inductance (uH)=0.47 - 6.2 | Current Rating (A)=0.21 - 6.5 | DCR=8.0 - 40 | Package Size (mm)=6.0 x 6.0 x 4.5,Production,6,6,4.5,https://abracon.com/high-power-density-commercial-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | High Power Density Commercial Inductors | table 0,,,,,,,,,,,,,,,0.21,8.0 - 40,,0.47,,,,,,High Power Density Commercial Inductors,abracon_product_lineup,,,,,,,,,,,6.0 x 6.0 x 4.5
Abracon,AISC-040202F,AISC-040202F,,Wire Wound,,,,,Ultra Low Profile Wire Wound Inductors,Page: Abracon | Ultra Low Profile 0.5mm Wire Wound Inductors,Table: 0 | current_unit=mA | dcr_unit=Ω,Source: https://abracon.com/ultra-low-profile-wire-wound-inductors,功率电感,SMT,AISC-040202F,1.1 x 0.6 x 0.5 mm,Ultra Low Profile Wire Wound Inductors | Inductance Range=2.2 - 4.7 µh | DCR=2.5 - 3.5 Ω | Rated Current=220 - 300 mA | Operating Temp=-40°C ~ +125°C | Package Size=1.1 x 0.6 x 0.5 mm,Production,1.1,0.6,0.5,https://abracon.com/ultra-low-profile-wire-wound-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | Ultra Low Profile Wire Wound Inductors | table 0,,,,,,,-40°C ~ +125°C,,,,,,,,220,2.5 - 3.5 Ω,,2.2,uH,,,,,Ultra Low Profile Wire Wound Inductors,abracon_product_lineup,,,,,,,,,,,1.1 x 0.6 x 0.5 mm
Abracon,AISC-060302F,AISC-060302F,,Wire Wound,,,,,Ultra Low Profile Wire Wound Inductors,Page: Abracon | Ultra Low Profile 0.5mm Wire Wound Inductors,Table: 0 | current_unit=mA | dcr_unit=Ω,Source: https://abracon.com/ultra-low-profile-wire-wound-inductors,功率电感,SMT,AISC-060302F,1.6 x 0.9 x 0.5 mm,Ultra Low Profile Wire Wound Inductors | Inductance Range=10 µh | DCR=5.0 Ω | Rated Current=100 - 150 mA | Operating Temp=-40°C ~ +125°C | Package Size=1.6 x 0.9 x 0.5 mm,Production,1.6,0.9,0.5,https://abracon.com/ultra-low-profile-wire-wound-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | Ultra Low Profile Wire Wound Inductors | table 0,,,,,,,-40°C ~ +125°C,,,,,,,,100,5.0 Ω,,10,uH,,,,,Ultra Low Profile Wire Wound Inductors,abracon_product_lineup,,,,,,,,,,,1.6 x 0.9 x 0.5 mm
Abracon,ASPIAIG-QLR5050,ASPIAIG-QLR5050,,Automotive,,,,,ASPIAIG-Q High Power Density Inductors,Page: Abracon | ASPIAIG-Q High Power Density Inductors for Automotive and…,Table: 0,Source: https://abracon.com/high-power-density-transportation-inductors,功率电感,SMT,ASPIAIG-QLR5050,6 x 6 x 5,ASPIAIG-Q High Power Density Inductors | Inductance (uH)=5.6-10 | Saturation Current (A)=5.4-7.2 | Package Size (mm)=6 x 6 x 5,Check Inventory,6,6,5,https://abracon.com/high-power-density-transportation-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | ASPIAIG-Q High Power Density Inductors | table 0,,,,,,,,,,,,,,,,24.2-43,,5.6,,,5.4-7.2,,,ASPIAIG-Q High Power Density Inductors,abracon_product_lineup,,,,,,,,,,,6 x 6 x 5
Abracon,ASPIAIG-Q7050,ASPIAIG-Q7050,,Automotive,,,,,ASPIAIG-Q High Power Density Inductors,Page: Abracon | ASPIAIG-Q High Power Density Inductors for Automotive and…,Table: 0,Source: https://abracon.com/high-power-density-transportation-inductors,功率电感,SMT,ASPIAIG-Q7050,8 x 8 x 5,ASPIAIG-Q High Power Density Inductors | Inductance (uH)=2.2-5.6 | Saturation Current (A)=11-17 | Package Size (mm)=8 x 8 x 5,Check Inventory,8,8,5,https://abracon.com/high-power-density-transportation-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | ASPIAIG-Q High Power Density Inductors | table 0,,,,,,,,,,,,,,,,6.4-17.2,,2.2,,,11-17,,,ASPIAIG-Q High Power Density Inductors,abracon_product_lineup,,,,,,,,,,,8 x 8 x 5
Abracon,ASPIAIG-Q8080,ASPIAIG-Q8080,,Automotive,,,,,ASPIAIG-Q High Power Density Inductors,Page: Abracon | ASPIAIG-Q High Power Density Inductors for Automotive and…,Table: 0,Source: https://abracon.com/high-power-density-transportation-inductors,功率电感,SMT,ASPIAIG-Q8080,8 x 8 x 8,ASPIAIG-Q High Power Density Inductors | Inductance (uH)=1.8-10 | Saturation Current (A)=10-24 | Package Size (mm)=8 x 8 x 8,Check Inventory,8,8,8,https://abracon.com/high-power-density-transportation-inductors,Abracon official product lineup,官方网页抽取,2026-04-19 19:15,Abracon | ASPIAIG-Q High Power Density Inductors | table 0,,,,,,,,,,,,,,,,4-22.9,,1.8,,,10-24,,,ASPIAIG-Q High Power Density Inductors,abracon_product_lineup,,,,,,,,,,,8 x 8 x 8
