品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,工作温度,官网链接,数据来源,数据状态,校验时间,校验备注,额定电流,DCR,电感值,电感单位,电感误差,饱和电流,屏蔽类型,系列说明,_model_rule_authority
Vishay(威世),IHSR2525CZ-A1,IHSR2525CZ-A1,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,x,功率电感,SMT,2525,,L=0.08uH | Irms=46A | Isat=62A | Case=2525 | Temp=-55 to +125,Production,,,,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,46,,0.08,uH,,62,,x,vishay_ihlp_power_inductors_automotive
Vishay(威世),IHTH-0750IZ-5A,IHTH-0750IZ-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"Automotive High Current, Radial, Through-Hole Power Inductor",功率电感,THT,0750,,L=0.47~100uH | Irms=83A | Isat=44A | Case=0750 | Temp=-55 to +155,Production,,,,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,83,,0.47,uH,,44,,"Automotive High Current, Radial, Through-Hole Power Inductor",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHTH-1125KZ-5A,IHTH-1125KZ-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"Automotive High Current, Radial, Through-Hole Power Inductor",功率电感,THT,1125,,L=0.47~100uH | Irms=125A | Isat=112A | Case=1125 | Temp=-55 to +155,Production,,,,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,125,,0.47,uH,,112,,"Automotive High Current, Radial, Through-Hole Power Inductor",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHXL-2000VZ-5A,IHXL-2000VZ-5A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"Automotive, High Current, Radial, Through-Hole Inductor, High Temperature (155 °C)",功率电感,THT,2000,,L=2.2uH | Irms=187A | Isat=190A | Case=2000 | Temp=-55 to +155,Production,,,,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,187,,2.2,uH,,190,,"Automotive, High Current, Radial, Through-Hole Inductor, High Temperature (155 °C)",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHXL1100OZ-3A,IHXL1100OZ-3A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"Automotive, High Current, Radial, Through-Hole Inductor, High Temperature (155 °C)",功率电感,THT,1100,,L=1~10uH | Irms=138A | Isat=102A | Case=1100 | Temp=-55 to +155,Production,,,,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,138,,1,uH,,102,,"Automotive, High Current, Radial, Through-Hole Inductor, High Temperature (155 °C)",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHXL1500VZ-3A,IHXL1500VZ-3A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"Automotive, High Current, Radial, Through-Hole Inductor, High Temperature (155 °C)",功率电感,THT,1500,,L=0.68~10uH | Irms=180A | Isat=235A | Case=1500 | Temp=-55 to +155,Production,,,,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,180,,0.68,uH,,235,,"Automotive, High Current, Radial, Through-Hole Inductor, High Temperature (155 °C)",vishay_ihlp_power_inductors_automotive
Vishay(威世),IHXL2000VZ-3A,IHXL2000VZ-3A,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,"Automotive, High Current, Radial, Through-Hole Inductor, High Temperature (155 °C)",功率电感,THT,2000,,L=1.2~10uH | Irms=209A | Isat=243A | Case=2000 | Temp=-55 to +155,Production,,,,-55 to +155,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,209,,1.2,uH,,243,,"Automotive, High Current, Radial, Through-Hole Inductor, High Temperature (155 °C)",vishay_ihlp_power_inductors_automotive
Vishay(威世),ILHB-0402,ILHB-0402,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay automotive power inductor series,功率电感,SMT,0402,,Irms=3.1A | Case=0402 | Temp=-55 to +125,Production,,,,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,3.1,,,,,,,Vishay automotive power inductor series,vishay_ihlp_power_inductors_automotive
Vishay(威世),ILHB-0603,ILHB-0603,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay automotive power inductor series,功率电感,SMT,0603,,Irms=6A | Case=0603 | Temp=-55 to +125,Production,,,,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,6,,,,,,,Vishay automotive power inductor series,vishay_ihlp_power_inductors_automotive
Vishay(威世),ILHB-0805,ILHB-0805,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay automotive power inductor series,功率电感,SMT,0805,,Irms=6A | Case=0805 | Temp=-55 to +125,Production,,,,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,6,,,,,,,Vishay automotive power inductor series,vishay_ihlp_power_inductors_automotive
Vishay(威世),ILHB-1008,ILHB-1008,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay automotive power inductor series,功率电感,SMT,1008,,Irms=4A | Case=1008 | Temp=-55 to +125,Production,,,,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,4,,,,,,,Vishay automotive power inductor series,vishay_ihlp_power_inductors_automotive
Vishay(威世),ILHB-1206,ILHB-1206,,,,,,,Automotive power inductor,PageGroup=Automotive,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay automotive power inductor series,功率电感,SMT,1206,,Irms=6A | Case=1206 | Temp=-55 to +125,Production,,,,-55 to +125,https://www.vishay.com/en/inductors/ihlp-power-inductors-automotive/,Vishay official parametric table,官方网页抽取,2026-04-19 02:46,Vishay Automotive parametric table,6,,,,,,,Vishay automotive power inductor series,vishay_ihlp_power_inductors_automotive
