品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,工作温度,官网链接,数据来源,数据状态,校验时间,校验备注,额定电流,DCR,电感值,电感单位,电感误差,饱和电流,屏蔽类型,系列说明,_model_rule_authority,_body_size
Bourns(伯恩斯),SRP2510TMA,SRP2510TMA,2510,,,,,,Power Inductor,MDS: SRP2510TMA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2510,2.5 x 2 x 0.8 mm,L=0.22~2.2uH | Case=2510 | 2.5 x 2 x 0.8 mm | Magnetically Shielded Type,Production,2.5,2,0.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,,,0.22,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,2.5 x 2 x 0.8 mm
Bourns(伯恩斯),SRP2512,SRP2512,2512,,,,,,Power Inductor,MDS: SRP2512,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2512,2.5 x 2 x 1.2 mm,L=0.47~2.2uH | Irms=2.1~4.5A | Case=2512 | 2.5 x 2 x 1.2 mm | Magnetically Shielded Type,Production,2.5,2,1.2,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,4.5,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,2.5 x 2 x 1.2 mm
Bourns(伯恩斯),SRP2512A,SRP2512A,2512,,,,,,Power Inductor,MDS: SRP2512A,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2512,2.5 x 2 x 1.2 mm,L=0.47~4.7uH | Irms=1.55~4.6A | Case=2512 | 2.5 x 2 x 1.2 mm | Magnetically Shielded Type,Production,2.5,2,1.2,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,4.6,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,2.5 x 2 x 1.2 mm
Bourns(伯恩斯),SRP2512CL,SRP2512CL,2512,,,,,,Power Inductor,MDS: SRP2512CL-1R0M SRP2512CL-1R5M,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2512,2.5 x 2.0 x 1 mm,L=1~1.5uH | Irms=4.2~5A | Case=2512 | 2.5 x 2.0 x 1 mm | Magnetically Shielded Type,Production,2.5,2,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,5,,1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,2.5 x 2.0 x 1 mm
Bourns(伯恩斯),SRP2512TMA,SRP2512TMA,2512,,,,,,Power Inductor,MDS: SRP2512TMA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,2512,2.5 x 2 x 1 mm,Case=2512 | 2.5 x 2 x 1 mm | Magnetically Shielded Type,Production,2.5,2,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,,,,,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,2.5 x 2 x 1 mm
Bourns(伯恩斯),SRP3012CC,SRP3012CC,3012,,,,,,Power Inductor,MDS: SRP3012CC,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,3012,3.5 x 3.2 x 1 mm,L=0.15~10uH | Irms=1.1~10A | Case=3012 | 3.5 x 3.2 x 1 mm | Magnetically Shielded Type,Production,3.5,3.2,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,10,,0.15,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,3.5 x 3.2 x 1 mm
Bourns(伯恩斯),SRP3012TA,SRP3012TA,3012,,,,,,Power Inductor,MDS: SRP3012TA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,3012,3.5 x 3.2 x 1 mm,L=0.15~10uH | Irms=1~10A | Case=3012 | 3.5 x 3.2 x 1 mm | Magnetically Shielded Type,Production,3.5,3.2,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,10,,0.15,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,3.5 x 3.2 x 1 mm
Bourns(伯恩斯),SRP3020CC,SRP3020CC,3020,,,,,,Power Inductor,MDS: SRP3020CC,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,3020,3.5 x 3.2 x 1.8 mm,L=0.1~10uH | Irms=1.3~10A | Case=3020 | 3.5 x 3.2 x 1.8 mm | Magnetically Shielded Type,Production,3.5,3.2,1.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,10,,0.1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,3.5 x 3.2 x 1.8 mm
Bourns(伯恩斯),SRP3020TA,SRP3020TA,3020,,,,,,Power Inductor,MDS: SRP3020TA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,3020,3.5 x 3.2 x 1.8 mm,L=0.1~10uH | Irms=1.4~10.5A | Case=3020 | 3.5 x 3.2 x 1.8 mm | Magnetically Shielded Type,Production,3.5,3.2,1.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,10.5,,0.1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,3.5 x 3.2 x 1.8 mm
Bourns(伯恩斯),SRP3212,SRP3212,3212,,,,,,Power Inductor,MDS: SRP3212,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,3212,3.2 x 2.5 x 1 mm,Case=3212 | 3.2 x 2.5 x 1 mm | Magnetically Shielded Type,Production,3.2,2.5,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,,,,,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,3.2 x 2.5 x 1 mm
Bourns(伯恩斯),SRP3212A,SRP3212A,3212,,,,,,Power Inductor,MDS: SRP3212A,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,3212,3.2 x 2.5 x 1 mm,Case=3212 | 3.2 x 2.5 x 1 mm | Magnetically Shielded Type,Production,3.2,2.5,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,,,,,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,3.2 x 2.5 x 1 mm
Bourns(伯恩斯),SRP3212CL,SRP3212CL,3212,,,,,,Power Inductor,MDS: SRP3212CL-R47M SRP3212CL-R68M SRP3212CL-1R0M,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,3212,3.2 x 2.5 x 1 mm,L=0.47~1uH | Irms=5.5~8A | Case=3212 | 3.2 x 2.5 x 1 mm | Magnetically Shielded Type,Production,3.2,2.5,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,8,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,3.2 x 2.5 x 1 mm
Bourns(伯恩斯),SRP3220A,SRP3220A,3220,,,,,,Power Inductor,MDS: SRP3220A,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,3220,3.2 x 2.5 x 1.8 mm,L=0.33~6.8uH | Irms=2.3~8.5A | Case=3220 | 3.2 x 2.5 x 1.8 mm | Magnetically Shielded Type,Production,3.2,2.5,1.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,8.5,,0.33,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,3.2 x 2.5 x 1.8 mm
Bourns(伯恩斯),SRP4012CC,SRP4012CC,4012,,,,,,Power Inductor,MDS: SRP4012CC,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,4012,4.45 x 4.06 x 1 mm,L=0.1~22uH | Irms=0.8~11.5A | Case=4012 | 4.45 x 4.06 x 1 mm | Magnetically Shielded Type,Production,4.45,4.06,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,11.5,,0.1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,4.45 x 4.06 x 1 mm
Bourns(伯恩斯),SRP4012TA,SRP4012TA,4012,,,,,,Power Inductor,MDS: SRP4012TA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,4012,4.45 x 4 x 1 mm,L=0.1~10uH | Irms=1.3~11.5A | Case=4012 | 4.45 x 4 x 1 mm | Magnetically Shielded Type,Production,4.45,4,1,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,11.5,,0.1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,4.45 x 4 x 1 mm
Bourns(伯恩斯),SRP4018FA,SRP4018FA,4018,,,,,,Power Inductor,MDS: SRP4018FA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,4018,4.1 x 4.1 x 1.8 mm,L=0.33~1.2uH | Irms=9.5~15A | Case=4018 | 4.1 x 4.1 x 1.8 mm | Magnetically Shielded Type,Production,4.1,4.1,1.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,15,,0.33,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,4.1 x 4.1 x 1.8 mm
Bourns(伯恩斯),SRP4020CC,SRP4020CC,4020,,,,,,Power Inductor,MDS: SRP4020CC,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,4020,4.45 x 4.06 x 1.8 mm,L=0.1~22uH | Irms=1.2~14A | Case=4020 | 4.45 x 4.06 x 1.8 mm | Magnetically Shielded Type,Production,4.45,4.06,1.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,14,,0.1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,4.45 x 4.06 x 1.8 mm
Bourns(伯恩斯),SRP4020FA,SRP4020FA,4020,,,,,,Power Inductor,MDS: SRP4020FA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,4020,4.1 x 4.1 x 1.9 mm,L=0.47~4.7uH | Irms=5.1~13.2A | Case=4020 | 4.1 x 4.1 x 1.9 mm | Magnetically Shielded Type,Production,4.1,4.1,1.9,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,13.2,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,4.1 x 4.1 x 1.9 mm
Bourns(伯恩斯),SRP4020T,SRP4020T,4020,,,,,,Power Inductor,MDS: SRP4020T,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,4020,4.45 x 4.06 x 1.8 mm,L=0.47~10uH | Irms=2.6~11A | Case=4020 | 4.45 x 4.06 x 1.8 mm | Magnetically Shielded Type,Production,4.45,4.06,1.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,11,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,4.45 x 4.06 x 1.8 mm
Bourns(伯恩斯),SRP4020TA,SRP4020TA,4020,,,,,,Power Inductor,MDS: SRP4020TA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,4020,4.45 x 4 x 1.8 mm,L=0.1~22uH | Irms=1.2~12A | Case=4020 | 4.45 x 4 x 1.8 mm | Magnetically Shielded Type,Production,4.45,4,1.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,12,,0.1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,4.45 x 4 x 1.8 mm
Bourns(伯恩斯),SRP4021HMCT,SRP4021HMCT,4021,,,,,,Power Inductor,MDS: SRP4021HMCT,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,4021,4.2 x 4.3 x 1.9 mm,L=0.1~10uH | Irms=3.1~19A | Case=4021 | 4.2 x 4.3 x 1.9 mm | Magnetically Shielded Type,Production,4.2,4.3,1.9,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,19,,0.1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,4.2 x 4.3 x 1.9 mm
Bourns(伯恩斯),SRP4021HMT,SRP4021HMT,4021,,,,,,Power Inductor,MDS: SRP4021HMT,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,4021,4.1 x 4.2 x 1.9 mm,L=0.1~10uH | Irms=2.8~24A | Case=4021 | 4.1 x 4.2 x 1.9 mm | Magnetically Shielded Type,Production,4.1,4.2,1.9,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,24,,0.1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,4.1 x 4.2 x 1.9 mm
Bourns(伯恩斯),SRP4030FA,SRP4030FA,4030,,,,,,Power Inductor,MDS: SRP4030FA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,4030,4.1 x 4.1 x 2.8 mm,L=0.9~6.8uH | Irms=4~11.2A | Case=4030 | 4.1 x 4.1 x 2.8 mm | Magnetically Shielded Type,Production,4.1,4.1,2.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,11.2,,0.9,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,4.1 x 4.1 x 2.8 mm
Bourns(伯恩斯),SRP5015TA,SRP5015TA,5015,,,,,,Power Inductor,MDS: SRP5015TA SRP5015TA-1R0M SRP5015TA-100M,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,5015,5.7 x 5.2 x 1.3 mm,L=0.15~22uH | Irms=1.2~16A | Case=5015 | 5.7 x 5.2 x 1.3 mm | Magnetically Shielded Type,Production,5.7,5.2,1.3,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,16,,0.15,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,5.7 x 5.2 x 1.3 mm
Bourns(伯恩斯),SRP5020CC,SRP5020CC,5020,,,,,,Power Inductor,MDS: SRP5020CC,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,5020,5.7 x 5.2 x 1.8 mm,L=0.1~10uH | Irms=2.5~20A | Case=5020 | 5.7 x 5.2 x 1.8 mm | Magnetically Shielded Type,Production,5.7,5.2,1.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,20,,0.1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,5.7 x 5.2 x 1.8 mm
Bourns(伯恩斯),SRP5020TA,SRP5020TA,5020,,,,,,Power Inductor,MDS: SRP5020TA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,5020,5.7 x 5.2 x 1.8 mm,L=0.33~10uH | Irms=2.3~12A | Case=5020 | 5.7 x 5.2 x 1.8 mm | Magnetically Shielded Type,Production,5.7,5.2,1.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,12,,0.33,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,5.7 x 5.2 x 1.8 mm
Bourns(伯恩斯),SRP5030CA,SRP5030CA,5030,,,,,,Power Inductor,MDS: SRP5030CA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,5030,5.5 x 5.3 x 2.9 mm,L=0.15~4.7uH | Irms=5.9~22.2A | Case=5030 | 5.5 x 5.3 x 2.9 mm | Magnetically Shielded Type,Production,5.5,5.3,2.9,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,22.2,,0.15,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,5.5 x 5.3 x 2.9 mm
Bourns(伯恩斯),SRP5030CC,SRP5030CC,5030,,,,,,Power Inductor,MDS: SRP5030CC,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,5030,5.7 x 5.2 x 2.8 mm,L=0.1~10uH | Irms=2.8~25A | Case=5030 | 5.7 x 5.2 x 2.8 mm | Magnetically Shielded Type,Production,5.7,5.2,2.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,25,,0.1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,5.7 x 5.2 x 2.8 mm
Bourns(伯恩斯),SRP5030HMCT,SRP5030HMCT,5030,,,,,,Power Inductor,MDS: SRP5030HMCT,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,5030,5.3 x 5.7 x 2.8 mm,L=0.24~22uH | Irms=3.1~25A | Case=5030 | 5.3 x 5.7 x 2.8 mm | Magnetically Shielded Type,Production,5.3,5.7,2.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,25,,0.24,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,5.3 x 5.7 x 2.8 mm
Bourns(伯恩斯),SRP5030HMT,SRP5030HMT,5030,,,,,,Power Inductor,MDS: SRP5030HMT,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,5030,5.2 x 5.6 x 2.8 mm,L=0.47~22uH | Irms=3.6~18A | Case=5030 | 5.2 x 5.6 x 2.8 mm | Magnetically Shielded Type,Production,5.2,5.6,2.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,18,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,5.2 x 5.6 x 2.8 mm
Bourns(伯恩斯),SRP5030T,SRP5030T,5030,,,,,,Power Inductor,MDS: SRP5030T,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,5030,5.7 x 5.2 x 2.8 mm,L=0.33~15uH | Irms=2.1~14A | Case=5030 | 5.7 x 5.2 x 2.8 mm | Magnetically Shielded Type,Production,5.7,5.2,2.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,14,,0.33,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,5.7 x 5.2 x 2.8 mm
Bourns(伯恩斯),SRP5030TA,SRP5030TA,5030,,,,,,Power Inductor,MDS: SRP5030TA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,5030,5.7 x 5.2 x 2.8 mm,L=0.1~10uH | Irms=2.75~23A | Case=5030 | 5.7 x 5.2 x 2.8 mm | Magnetically Shielded Type,Production,5.7,5.2,2.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,23,,0.1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,5.7 x 5.2 x 2.8 mm
Bourns(伯恩斯),SRP5030WA,SRP5030WA,5030,,,,,,Power Inductor,MDS: SRP5030WA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,5030,5.5 x 5.25 x 2.8 mm,L=0.68~22uH | Irms=2.2~12A | Case=5030 | 5.5 x 5.25 x 2.8 mm | Magnetically Shielded Type,Production,5.5,5.25,2.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,12,,0.68,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,5.5 x 5.25 x 2.8 mm
Bourns(伯恩斯),SRP5050FA,SRP5050FA,5050,,,,,,Power Inductor,MDS: SRP5050FA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,5050,5.5 x 5.3 x 4.8 mm / 6 x 5.7 x 4.8 mm,L=5.6~22uH | Irms=3.4~7.2A | Case=5050 | 5.5 x 5.3 x 4.8 mm / 6 x 5.7 x 4.8 mm | Magnetically Shielded Type,Production,5.5,5.3,4.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,7.2,,5.6,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,5.5 x 5.3 x 4.8 mm / 6 x 5.7 x 4.8 mm
Bourns(伯恩斯),SRP6030CA,SRP6030CA,6030,,,,,,Power Inductor,MDS: SRP6030CA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,6030,6.6 x 6.4 x 2.9 mm,L=0.18~4.5uH | Irms=7~32A | Case=6030 | 6.6 x 6.4 x 2.9 mm | Magnetically Shielded Type,Production,6.6,6.4,2.9,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,32,,0.18,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,6.6 x 6.4 x 2.9 mm
Bourns(伯恩斯),SRP6030VA,SRP6030VA,6030,,,,,,Power Inductor,MDS: SRP6030VA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,6030,7.1 x 6.6 x 2.8 mm,L=0.47~22uH | Irms=3.4~20A | Case=6030 | 7.1 x 6.6 x 2.8 mm | Magnetically Shielded Type,Production,7.1,6.6,2.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,20,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,7.1 x 6.6 x 2.8 mm
Bourns(伯恩斯),SRP6030WA,SRP6030WA,6030,,,,,,Power Inductor,MDS: SRP6030WA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,6030,7.1 x 6.6 x 2.8 mm,L=0.47~22uH | Irms=2.9~19A | Case=6030 | 7.1 x 6.6 x 2.8 mm | Magnetically Shielded Type,Production,7.1,6.6,2.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,19,,0.47,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,7.1 x 6.6 x 2.8 mm
Bourns(伯恩斯),SRP6050CA,SRP6050CA,6050,,,,,,Power Inductor,MDS: SRP6050CA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,6050,6.6 x 6.4 x 4.8 mm,L=1~4.7uH | Irms=8.5~20A | Case=6050 | 6.6 x 6.4 x 4.8 mm | Magnetically Shielded Type,Production,6.6,6.4,4.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,20,,1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,6.6 x 6.4 x 4.8 mm
Bourns(伯恩斯),SRP6060FA,SRP6060FA,6060,,,,,,Power Inductor,MDS: SRP6060FA,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,6060,6.6 x 6.4 x 5.8 mm,L=2.2~22uH | Irms=5~14A | Case=6060 | 6.6 x 6.4 x 5.8 mm | Magnetically Shielded Type,Production,6.6,6.4,5.8,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,14,,2.2,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,6.6 x 6.4 x 5.8 mm
Bourns(伯恩斯),SRP6530A,SRP6530A,6530,,,,,,Power Inductor,MDS: SRP6530A (R10) SRP6530A,Design Files: Downloads,Family: High Current Shielded,功率电感,SMT,6530,7.1 x 6.6 x 3 mm,L=0.1~10uH | Case=6530 | 7.1 x 6.6 x 3 mm | Magnetically Shielded Type,Production,7.1,6.6,3,,https://bourns.com/products/magnetic-products/power-inductors-smd-high-current-shielded,Bourns official family table,官方网页抽取,2026-04-19 19:24,Bourns High Current Shielded family page,,,0.1,ΜH,,,Magnetically Shielded Type,Bourns High Current Shielded power inductor family table,bourns_power_inductors_smd_high_current_shielded,7.1 x 6.6 x 3 mm
