品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明,_model_rule_authority,_resistance_ohm,输出频率,频率单位,频差（ppm）,电源电压,输出类型,占空比,频率,负载电容（pF）,驱动电平,_body_size
Panasonic(松下),ETQP3M100HFN,ETQP3M100,,,,,,,Automotive,Source archive: ETQP3M100HFN,Model PDF: ETQP3M100HFN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M100HFN,功率电感,SMT,ETQP3M100,6mm square,L1=9.3775uH | C1=10.5pF | R2=0.0675Ω | R1=13681.03Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M100HFN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M100HFN,,,,,,,,,,,,,,,,,,9.3775,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP3M100KVN,ETQP3M100,,,,,,,Automotive,Source archive: ETQP3M100KVN,Model PDF: ETQP3M100KVN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M100KVN,功率电感,SMT,ETQP3M100,6mm square,L1=9.814uH | C1=10.33pF | R2=0.0749Ω | R1=16763.7Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M100KVN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M100KVN,,,,,,,,,,,,,,,,,,9.814,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP3M100KVP,ETQP3M100,,,,,,,Automotive,Source archive: ETQP3M100KVP,Model PDF: ETQP3M100KVP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M100KVP,功率电感,SMT,ETQP3M100,5mm square,L1=9.3777uH | C1=7.03pF | R2=0.0976Ω | R1=17827.1Ω | 5mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M100KVP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M100KVP,,,,,,,,,,,,,,,,,,9.3777,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,5mm square
Panasonic(松下),ETQP3M100YFP,ETQP3M100,,,,,,,Automotive,Source archive: ETQP3M100YFP,Model PDF: ETQP3M100YFP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M100YFP,功率电感,SMT,ETQP3M100,,Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M100YFP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M100YFP,,,,,,,,,,,,,,,,,,,,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,
Panasonic(松下),ETQP3M150KVN,ETQP3M150,,,,,,,Automotive,Source archive: ETQP3M150KVN,Model PDF: ETQP3M150KVN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M150KVN,功率电感,SMT,ETQP3M150,6mm square,L1=15.0217uH | C1=11.52pF | R2=0.1015Ω | R1=23927.6Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M150KVN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M150KVN,,,,,,,,,,,,,,,,,,15.0217,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP3M1R0KVN,ETQP3M1R0,,,,,,,Automotive,Source archive: ETQP3M1R0KVN,Model PDF: ETQP3M1R0KVN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M1R0KVN,功率电感,SMT,ETQP3M1R0,6mm square,L1=0.9068uH | C1=8.74pF | R2=0.0064Ω | R1=1727.57Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M1R0KVN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M1R0KVN,,,,,,,,,,,,,,,,,,0.9068,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP3M1R0KVP,ETQP3M1R0,,,,,,,Automotive,Source archive: ETQP3M1R0KVP,Model PDF: ETQP3M1R0KVP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M1R0KVP,功率电感,SMT,ETQP3M1R0,5mm square,L1=0.924uH | C1=7.51pF | R2=0.0092Ω | R1=2007.59Ω | 5mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M1R0KVP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M1R0KVP,,,,,,,,,,,,,,,,,,0.924,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,5mm square
Panasonic(松下),ETQP3M1R0YFN,ETQP3M1R0,,,,,,,Automotive,Source archive: ETQP3M1R0YFN,Model PDF: ETQP3M1R0YFN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M1R0YFN,功率电感,SMT,ETQP3M1R0,6mm square,L1=0.89uH | C1=5.32pF | R2=0.0079Ω | R1=1224.6341Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M1R0YFN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M1R0YFN,,,,,,,,,,,,,,,,,,0.89,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP3M1R5KVN,ETQP3M1R5,,,,,,,Automotive,Source archive: ETQP3M1R5KVN,Model PDF: ETQP3M1R5KVN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M1R5KVN,功率电感,SMT,ETQP3M1R5,6mm square,L1=1.3329uH | C1=8.67pF | R2=0.0108Ω | R1=2685.14Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M1R5KVN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M1R5KVN,,,,,,,,,,,,,,,,,,1.3329,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP3M1R5KVP,ETQP3M1R5,,,,,,,Automotive,Source archive: ETQP3M1R5KVP,Model PDF: ETQP3M1R5KVP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M1R5KVP,功率电感,SMT,ETQP3M1R5,5mm square,L1=1.3326uH | C1=7.7pF | R2=0.0121Ω | R1=2761.96Ω | 5mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M1R5KVP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M1R5KVP,,,,,,,,,,,,,,,,,,1.3326,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,5mm square
Panasonic(松下),ETQP4M220HFN,ETQP4M220,,,,,,,Automotive,Source archive: ETQP3M220HFN,Model PDF: ETQP4M220HFN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M220HFN,功率电感,SMT,ETQP4M220,6mm square,L1=20.0469uH | C1=12.2pF | R2=0.1439Ω | R1=27091.05Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M220HFN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M220HFN,,,,,,,,,,,,,,,,,,20.0469,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP3M220KVN,ETQP3M220,,,,,,,Automotive,Source archive: ETQP3M220KVN,Model PDF: ETQP3M220KVN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M220KVN,功率电感,SMT,ETQP3M220,6mm square,L1=21.6884uH | C1=12.28pF | R2=0.1337Ω | R1=31360.1Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M220KVN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M220KVN,,,,,,,,,,,,,,,,,,21.6884,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP3M220KVP,ETQP3M220,,,,,,,Automotive,Source archive: ETQP3M220KVP,Model PDF: ETQP3M220KVP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M220KVP,功率电感,SMT,ETQP3M220,,Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M220KVP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M220KVP,,,,,,,,,,,,,,,,,,,,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,
Panasonic(松下),ETQP3M2R2HFP,ETQP3M2R2,,,,,,,Automotive,Source archive: ETQP3M2R2HFP,Model PDF: ETQP3M2R2HFP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M2R2HFP,功率电感,SMT,ETQP3M2R2,5mm square,L1=2.2027uH | C1=9.37pF | R2=0.0198Ω | R1=3157.55Ω | 5mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M2R2HFP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M2R2HFP,,,,,,,,,,,,,,,,,,2.2027,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,5mm square
Panasonic(松下),ETQP3M2R2KVN,ETQP3M2R2,,,,,,,Automotive,Source archive: ETQP3M2R2KVN,Model PDF: ETQP3M2R2KVN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M2R2KVN,功率电感,SMT,ETQP3M2R2,6mm square,L1=2.1571uH | C1=9.9pF | R2=0.0149Ω | R1=4187.77Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M2R2KVN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M2R2KVN,,,,,,,,,,,,,,,,,,2.1571,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP3M2R2KVP,ETQP3M2R2,,,,,,,Automotive,Source archive: ETQP3M2R2KVP,Model PDF: ETQP3M2R2KVP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M2R2KVP,功率电感,SMT,ETQP3M2R2,5mm square,L1=2.2549uH | C1=9.13pF | R2=0.0204Ω | R1=4355.21Ω | 5mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M2R2KVP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M2R2KVP,,,,,,,,,,,,,,,,,,2.2549,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,5mm square
Panasonic(松下),ETQP3M2R2YFP,ETQP3M2R2,,,,,,,Automotive,Source archive: ETQP3M2R2YFP,Model PDF: ETQP3M2R2YFP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M2R2YFP,功率电感,SMT,ETQP3M2R2,5mm square,L1=2.3151uH | C1=7.46pF | R2=0.0226Ω | R1=3307.0175Ω | 5mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M2R2YFP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M2R2YFP,,,,,,,,,,,,,,,,,,2.3151,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,5mm square
Panasonic(松下),ETQP3M330KVN,ETQP3M330,,,,,,,Automotive,Source archive: ETQP3M330KVN,Model PDF: ETQP3M330KVN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M330KVN,功率电感,SMT,ETQP3M330,6mm square,L1=31.0363uH | C1=12.7pF | R2=0.2052Ω | R1=37525.58Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M330KVN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M330KVN,,,,,,,,,,,,,,,,,,31.0363,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP3M3R3KVN,ETQP3M3R3,,,,,,,Automotive,Source archive: ETQP3M3R3KVN,Model PDF: ETQP3M3R3KVN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M3R3KVN,功率电感,SMT,ETQP3M3R3,6mm square,L1=3.0762uH | C1=10.67pF | R2=0.0238Ω | R1=5697.66Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M3R3KVN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M3R3KVN,,,,,,,,,,,,,,,,,,3.0762,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP3M3R3KVP,ETQP3M3R3,,,,,,,Automotive,Source archive: ETQP3M3R3KVP,Model PDF: ETQP3M3R3KVP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M3R3KVP,功率电感,SMT,ETQP3M3R3,5mm square,L1=3.2889uH | C1=10pF | R2=0.0277Ω | R1=6308.48Ω | 5mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M3R3KVP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M3R3KVP,,,,,,,,,,,,,,,,,,3.2889,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,5mm square
Panasonic(松下),ETQP3M3R3YFP,ETQP3M3R3,,,,,,,Automotive,Source archive: ETQP3M3R3YFP,Model PDF: ETQP3M3R3YFP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M3R3YFP,功率电感,SMT,ETQP3M3R3,5mm square,L1=3.0527uH | C1=7.32pF | R2=0.0313Ω | R1=4216.8827Ω | 5mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M3R3YFP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M3R3YFP,,,,,,,,,,,,,,,,,,3.0527,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,5mm square
Panasonic(松下),ETQP3M4R7KVN,ETQP3M4R7,,,,,,,Automotive,Source archive: ETQP3M4R7KVN,Model PDF: ETQP3M4R7KVN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M4R7KVN,功率电感,SMT,ETQP3M4R7,6mm square,L1=4.3868uH | C1=12.82pF | R2=0.0299Ω | R1=8260.24Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M4R7KVN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M4R7KVN,,,,,,,,,,,,,,,,,,4.3868,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP3M4R7KVP,ETQP3M4R7,,,,,,,Automotive,Source archive: ETQP3M4R7KVP,Model PDF: ETQP3M4R7KVP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M4R7KVP,功率电感,SMT,ETQP3M4R7,5mm square,L1=4.3477uH | C1=9.16pF | R2=0.0458Ω | R1=9142.82Ω | 5mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M4R7KVP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M4R7KVP,,,,,,,,,,,,,,,,,,4.3477,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,5mm square
Panasonic(松下),ETQP3M6R8KVN,ETQP3M6R8,,,,,,,Automotive,Source archive: ETQP3M6R8KVN,Model PDF: ETQP3M6R8KVN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M6R8KVN,功率电感,SMT,ETQP3M6R8,6mm square,L1=6.2733uH | C1=12.36pF | R2=0.0462Ω | R1=11667.1Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M6R8KVN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M6R8KVN,,,,,,,,,,,,,,,,,,6.2733,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP3M6R8KVP,ETQP3M6R8,,,,,,,Automotive,Source archive: ETQP3M6R8KVP,Model PDF: ETQP3M6R8KVP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M6R8KVP,功率电感,SMT,ETQP3M6R8,5mm square,L1=6.1861uH | C1=9.43pF | R2=0.066Ω | R1=12685.8Ω | 5mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3M6R8KVP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3M6R8KVP,,,,,,,,,,,,,,,,,,6.1861,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,5mm square
Panasonic(松下),ETQP3MR33KVP,ETQP3MR33,,,,,,,Automotive,Source archive: ETQP3MR33KVP,Model PDF: ETQP3MR33KVP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3MR33KVP,功率电感,SMT,ETQP3MR33,5mm square,L1=0.3056uH | C1=3.94pF | R2=0.0048Ω | R1=430.8Ω | 5mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3MR33KVP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3MR33KVP,,,,,,,,,,,,,,,,,,0.3056,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,5mm square
Panasonic(松下),ETQP3MR47KVN,ETQP3MR47,,,,,,,Automotive,Source archive: ETQP3MR47KVN,Model PDF: ETQP3MR47KVN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3MR47KVN,功率电感,SMT,ETQP3MR47,,Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3MR47KVN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3MR47KVN,,,,,,,,,,,,,,,,,,,,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,
Panasonic(松下),ETQP3MR47KVP,ETQP3MR47,,,,,,,Automotive,Source archive: ETQP3MR47KVP,Model PDF: ETQP3MR47KVP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3MR47KVP,功率电感,SMT,ETQP3MR47,,Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3MR47KVP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3MR47KVP,,,,,,,,,,,,,,,,,,,,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,
Panasonic(松下),ETQP3MR68KVN,ETQP3MR68,,,,,,,Automotive,Source archive: ETQP3MR68KVN,Model PDF: ETQP3MR68KVN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3MR68KVN,功率电感,SMT,ETQP3MR68,6mm square,L1=0.6409uH | C1=8.38pF | R2=0.0051Ω | R1=1143.82Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3MR68KVN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3MR68KVN,,,,,,,,,,,,,,,,,,0.6409,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP3MR68KVP,ETQP3MR68,,,,,,,Automotive,Source archive: ETQP3MR68KVP,Model PDF: ETQP3MR68KVP,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3MR68KVP,功率电感,SMT,ETQP3MR68,5mm square,L1=0.673uH | C1=6.51pF | R2=0.0072Ω | R1=1203.31Ω | 5mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3MR68KVP,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3MR68KVP,,,,,,,,,,,,,,,,,,0.673,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,5mm square
Panasonic(松下),ETQP3MR68YFN,ETQP3MR68,,,,,,,Automotive,Source archive: ETQP3MR68YFN,Model PDF: ETQP3MR68YFN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3MR68YFN,功率电感,SMT,ETQP3MR68,6mm square,L1=0.6382uH | C1=4.65pF | R2=0.0063Ω | R1=814.3809Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP3MR68YFN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP3MR68YFN,,,,,,,,,,,,,,,,,,0.6382,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP4M100KFM,ETQP4M100,,,,,,,Automotive,Source archive: ETQP4M100KFM,Model PDF: ETQP4M100KFM,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100KFM,功率电感,SMT,ETQP4M100,7mm square,L1=9.58uH | C1=19.18pF | R2=0.0359Ω | R1=13910.6Ω | 7mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100KFM,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M100KFM,,,,,,,,,,,,,,,,,,9.58,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,7mm square
Panasonic(松下),ETQP4M100KFN,ETQP4M100,,,,,,,Automotive,Source archive: ETQP4M100KFN,Model PDF: ETQP4M100KFN,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100KFN,功率电感,SMT,ETQP4M100,6mm square,L1=9.5754uH | C1=18.48pF | R2=0.0403Ω | R1=13879.97Ω | 6mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100KFN,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M100KFN,,,,,,,,,,,,,,,,,,9.5754,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,6mm square
Panasonic(松下),ETQP4M100KVC,ETQP4M100,,,,,,,Automotive,Source archive: ETQP4M100KVC,Model PDF: ETQP4M100KVC,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100KVC,功率电感,SMT,ETQP4M100,10mm square,L1=10.0243uH | C1=19.94pF | R2=0.0255Ω | R1=16689.4Ω | 10mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100KVC,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M100KVC,,,,,,,,,,,,,,,,,,10.0243,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,10mm square
Panasonic(松下),ETQP4M100KVK,ETQP4M100,,,,,,,Automotive,Source archive: ETQP4M100KVK,Model PDF: ETQP4M100KVK,Power model page: https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100KVK,功率电感,SMT,ETQP4M100,8mm square,L1=9.4967uH | C1=21.16pF | R2=0.0406Ω | R1=16269Ω | 8mm square | Power Choke Coils for Automotive application,Production,,,,https://industrial.panasonic.com/ww/products/pt/automotive-inductors/models/ETQP4M100KVK,Panasonic official PCC_Spara zip,官方PDF抽取,2026-04-19 17:36,Panasonic PCC_Spara | ETQP4M100KVK,,,,,,,,,,,,,,,,,,9.4967,uH,,,,,Power Choke Coils for Automotive application,panasonic_pcc_spara,,,,,,,,,,,8mm square
