品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明,_model_rule_authority,_resistance_ohm,输出频率,频率单位,频差（ppm）,电源电压,输出类型,占空比,频率,负载电容（pF）,驱动电平,_body_size
Chilisin,RM4A,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ESD-R-NC,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,FW5,EMI Suppression,,,,,,,EMI Suppression,Chilisin official tree,partCount=996,EMC -> EMI Suppression,磁珠,SMT,,,磁珠 | EMI Suppression | codes=30 | parts=996,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> EMI Suppression | partCount=996,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> EMI Suppression,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,MPCV,Metal Composite,,Metal Composite,,,,,Metal Composite,Chilisin official tree,partCount=4280,Inductors -> Power -> SMD Molded -> Metal Composite,功率电感,SMT,,,功率电感 | Metal Composite | codes=8 | parts=4280,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> SMD Molded -> Metal Composite | partCount=4280,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> SMD Molded -> Metal Composite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,MPXV,Metal Composite,,Metal Composite,,,,,Metal Composite,Chilisin official tree,partCount=4280,Inductors -> Power -> SMD Molded -> Metal Composite,功率电感,SMT,,,功率电感 | Metal Composite | codes=8 | parts=4280,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> SMD Molded -> Metal Composite | partCount=4280,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> SMD Molded -> Metal Composite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,MPEV,Metal Composite,,Metal Composite,,,,,Metal Composite,Chilisin official tree,partCount=4280,Inductors -> Power -> SMD Molded -> Metal Composite,功率电感,SMT,,,功率电感 | Metal Composite | codes=8 | parts=4280,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> SMD Molded -> Metal Composite | partCount=4280,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> SMD Molded -> Metal Composite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,MPX,Metal Composite,,Metal Composite,,,,,Metal Composite,Chilisin official tree,partCount=4280,Inductors -> Power -> SMD Molded -> Metal Composite,功率电感,SMT,,,功率电感 | Metal Composite | codes=8 | parts=4280,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> SMD Molded -> Metal Composite | partCount=4280,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> SMD Molded -> Metal Composite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,MPLCG,Metal Composite,,Metal Composite,,,,,Metal Composite,Chilisin official tree,partCount=4280,Inductors -> Power -> SMD Molded -> Metal Composite,功率电感,SMT,,,功率电感 | Metal Composite | codes=8 | parts=4280,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> SMD Molded -> Metal Composite | partCount=4280,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> SMD Molded -> Metal Composite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,MPCH,Metal Composite,,Metal Composite,,,,,Metal Composite,Chilisin official tree,partCount=4280,Inductors -> Power -> SMD Molded -> Metal Composite,功率电感,SMT,,,功率电感 | Metal Composite | codes=8 | parts=4280,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> SMD Molded -> Metal Composite | partCount=4280,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> SMD Molded -> Metal Composite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,MPGV,Metal Composite,,Metal Composite,,,,,Metal Composite,Chilisin official tree,partCount=4280,Inductors -> Power -> SMD Molded -> Metal Composite,功率电感,SMT,,,功率电感 | Metal Composite | codes=8 | parts=4280,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> SMD Molded -> Metal Composite | partCount=4280,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> SMD Molded -> Metal Composite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,MPLCV,Metal Composite,,Metal Composite,,,,,Metal Composite,Chilisin official tree,partCount=4280,Inductors -> Power -> SMD Molded -> Metal Composite,功率电感,SMT,,,功率电感 | Metal Composite | codes=8 | parts=4280,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> SMD Molded -> Metal Composite | partCount=4280,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> SMD Molded -> Metal Composite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,TPI,Ferrite,,Ferrite,,,,,Ferrite,Chilisin official tree,partCount=591,Inductors -> Power -> SMD Power Bead -> Ferrite,磁珠,SMT,,,磁珠 | Ferrite | codes=1 | parts=591,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> SMD Power Bead -> Ferrite | partCount=591,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> SMD Power Bead -> Ferrite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBC3,Ferrite,,Ferrite,,,,,Ferrite,Chilisin official tree,partCount=305,Inductors -> Power -> Through-Hole Drum -> Ferrite,功率电感,THT,,,功率电感 | Ferrite | codes=13 | parts=305,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> Through-Hole Drum -> Ferrite | partCount=305,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> Through-Hole Drum -> Ferrite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBCP-47HY,Ferrite,,Ferrite,,,,,Ferrite,Chilisin official tree,partCount=305,Inductors -> Power -> Through-Hole Drum -> Ferrite,功率电感,THT,,,功率电感 | Ferrite | codes=13 | parts=305,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> Through-Hole Drum -> Ferrite | partCount=305,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> Through-Hole Drum -> Ferrite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBC1,Ferrite,,Ferrite,,,,,Ferrite,Chilisin official tree,partCount=305,Inductors -> Power -> Through-Hole Drum -> Ferrite,功率电感,THT,,,功率电感 | Ferrite | codes=13 | parts=305,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> Through-Hole Drum -> Ferrite | partCount=305,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> Through-Hole Drum -> Ferrite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBCP-80HY,Ferrite,,Ferrite,,,,,Ferrite,Chilisin official tree,partCount=305,Inductors -> Power -> Through-Hole Drum -> Ferrite,功率电感,THT,,,功率电感 | Ferrite | codes=13 | parts=305,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> Through-Hole Drum -> Ferrite | partCount=305,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> Through-Hole Drum -> Ferrite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBC6,Ferrite,,Ferrite,,,,,Ferrite,Chilisin official tree,partCount=305,Inductors -> Power -> Through-Hole Drum -> Ferrite,功率电感,THT,,,功率电感 | Ferrite | codes=13 | parts=305,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> Through-Hole Drum -> Ferrite | partCount=305,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> Through-Hole Drum -> Ferrite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBC2,Ferrite,,Ferrite,,,,,Ferrite,Chilisin official tree,partCount=305,Inductors -> Power -> Through-Hole Drum -> Ferrite,功率电感,THT,,,功率电感 | Ferrite | codes=13 | parts=305,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> Through-Hole Drum -> Ferrite | partCount=305,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> Through-Hole Drum -> Ferrite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBCP-11HY,Ferrite,,Ferrite,,,,,Ferrite,Chilisin official tree,partCount=305,Inductors -> Power -> Through-Hole Drum -> Ferrite,功率电感,THT,,,功率电感 | Ferrite | codes=13 | parts=305,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> Through-Hole Drum -> Ferrite | partCount=305,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> Through-Hole Drum -> Ferrite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBCP-14HY,Ferrite,,Ferrite,,,,,Ferrite,Chilisin official tree,partCount=305,Inductors -> Power -> Through-Hole Drum -> Ferrite,功率电感,THT,,,功率电感 | Ferrite | codes=13 | parts=305,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> Through-Hole Drum -> Ferrite | partCount=305,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> Through-Hole Drum -> Ferrite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBC8,Ferrite,,Ferrite,,,,,Ferrite,Chilisin official tree,partCount=305,Inductors -> Power -> Through-Hole Drum -> Ferrite,功率电感,THT,,,功率电感 | Ferrite | codes=13 | parts=305,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> Through-Hole Drum -> Ferrite | partCount=305,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> Through-Hole Drum -> Ferrite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBC9,Ferrite,,Ferrite,,,,,Ferrite,Chilisin official tree,partCount=305,Inductors -> Power -> Through-Hole Drum -> Ferrite,功率电感,THT,,,功率电感 | Ferrite | codes=13 | parts=305,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> Through-Hole Drum -> Ferrite | partCount=305,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> Through-Hole Drum -> Ferrite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBC7,Ferrite,,Ferrite,,,,,Ferrite,Chilisin official tree,partCount=305,Inductors -> Power -> Through-Hole Drum -> Ferrite,功率电感,THT,,,功率电感 | Ferrite | codes=13 | parts=305,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> Through-Hole Drum -> Ferrite | partCount=305,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> Through-Hole Drum -> Ferrite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBC4,Ferrite,,Ferrite,,,,,Ferrite,Chilisin official tree,partCount=305,Inductors -> Power -> Through-Hole Drum -> Ferrite,功率电感,THT,,,功率电感 | Ferrite | codes=13 | parts=305,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> Through-Hole Drum -> Ferrite | partCount=305,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> Through-Hole Drum -> Ferrite,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBCP-87HY,Ferrite,,Ferrite,,,,,Ferrite,Chilisin official tree,partCount=305,Inductors -> Power -> Through-Hole Drum -> Ferrite,功率电感,THT,,,功率电感 | Ferrite | codes=13 | parts=305,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=Inductors -> Power -> Through-Hole Drum -> Ferrite | partCount=305,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: Inductors -> Power -> Through-Hole Drum -> Ferrite,chilisin_inductor_tree,,,,,,,,,,,
