品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明,_model_rule_authority,_resistance_ohm,输出频率,频率单位,频差（ppm）,电源电压,输出类型,占空比,频率,负载电容（pF）,驱动电平,_body_size
Chilisin,SS26V,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SU-16VD,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SSRH24NV/NH,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SC Three Phase,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SC31X 3PHASE,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SC21X 3PHASE,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SU-9VD,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SU-10VD,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SC-JV,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SSR10V/H,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SSR21NV/NH,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SC25XV,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SS21VB,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SC-G/GS,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SCR-H,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SU-9HD,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SC19XV,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SU-7VC,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SSR21NV-M/NH-M,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SU-9VF,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SU-10VFC-R,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SC31X,Common Mode Chokes - Power,,Ferrite,,,,,Common Mode Chokes - Power,Chilisin official tree,partCount=1764,EMC -> Common Mode Chokes - Power,共模电感,SMT,,,共模电感 | Common Mode Chokes - Power | codes=66 | parts=1764,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Power | partCount=1764,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBS9080,Common Mode Chokes - Signal,,Ferrite,,,,,Common Mode Chokes - Signal,Chilisin official tree,partCount=333,EMC -> Common Mode Chokes - Signal,共模电感,SMT,,,共模电感 | Common Mode Chokes - Signal | codes=8 | parts=333,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Signal | partCount=333,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Signal,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBT-01W,Common Mode Chokes - Signal,,Ferrite,,,,,Common Mode Chokes - Signal,Chilisin official tree,partCount=333,EMC -> Common Mode Chokes - Signal,共模电感,SMT,,,共模电感 | Common Mode Chokes - Signal | codes=8 | parts=333,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Signal | partCount=333,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Signal,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,PLT,Common Mode Chokes - Signal,,Ferrite,,,,,Common Mode Chokes - Signal,Chilisin official tree,partCount=333,EMC -> Common Mode Chokes - Signal,共模电感,SMT,,,共模电感 | Common Mode Chokes - Signal | codes=8 | parts=333,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Signal | partCount=333,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Signal,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,M-500CT,Common Mode Chokes - Signal,,Ferrite,,,,,Common Mode Chokes - Signal,Chilisin official tree,partCount=333,EMC -> Common Mode Chokes - Signal,共模电感,SMT,,,共模电感 | Common Mode Chokes - Signal | codes=8 | parts=333,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Signal | partCount=333,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Signal,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ST-110,Common Mode Chokes - Signal,,Ferrite,,,,,Common Mode Chokes - Signal,Chilisin official tree,partCount=333,EMC -> Common Mode Chokes - Signal,共模电感,SMT,,,共模电感 | Common Mode Chokes - Signal | codes=8 | parts=333,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Signal | partCount=333,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Signal,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SHO,Common Mode Chokes - Signal,,Ferrite,,,,,Common Mode Chokes - Signal,Chilisin official tree,partCount=333,EMC -> Common Mode Chokes - Signal,共模电感,SMT,,,共模电感 | Common Mode Chokes - Signal | codes=8 | parts=333,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Signal | partCount=333,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Signal,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,ST,Common Mode Chokes - Signal,,Ferrite,,,,,Common Mode Chokes - Signal,Chilisin official tree,partCount=333,EMC -> Common Mode Chokes - Signal,共模电感,SMT,,,共模电感 | Common Mode Chokes - Signal | codes=8 | parts=333,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Signal | partCount=333,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Signal,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SH,Common Mode Chokes - Signal,,Ferrite,,,,,Common Mode Chokes - Signal,Chilisin official tree,partCount=333,EMC -> Common Mode Chokes - Signal,共模电感,SMT,,,共模电感 | Common Mode Chokes - Signal | codes=8 | parts=333,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Common Mode Chokes - Signal | partCount=333,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Common Mode Chokes - Signal,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SHBC,Differential Mode Chokes - Power,,Ferrite,,,,,Differential Mode Chokes - Power,Chilisin official tree,partCount=135,EMC -> Differential Mode Chokes - Power,共模电感,SMT,,,共模电感 | Differential Mode Chokes - Power | codes=8 | parts=135,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Differential Mode Chokes - Power | partCount=135,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Differential Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SN-JB,Differential Mode Chokes - Power,,Ferrite,,,,,Differential Mode Chokes - Power,Chilisin official tree,partCount=135,EMC -> Differential Mode Chokes - Power,共模电感,SMT,,,共模电感 | Differential Mode Chokes - Power | codes=8 | parts=135,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Differential Mode Chokes - Power | partCount=135,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Differential Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SN-JA,Differential Mode Chokes - Power,,Ferrite,,,,,Differential Mode Chokes - Power,Chilisin official tree,partCount=135,EMC -> Differential Mode Chokes - Power,共模电感,SMT,,,共模电感 | Differential Mode Chokes - Power | codes=8 | parts=135,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Differential Mode Chokes - Power | partCount=135,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Differential Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,PHBC,Differential Mode Chokes - Power,,Ferrite,,,,,Differential Mode Chokes - Power,Chilisin official tree,partCount=135,EMC -> Differential Mode Chokes - Power,共模电感,SMT,,,共模电感 | Differential Mode Chokes - Power | codes=8 | parts=135,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Differential Mode Chokes - Power | partCount=135,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Differential Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SN-J,Differential Mode Chokes - Power,,Ferrite,,,,,Differential Mode Chokes - Power,Chilisin official tree,partCount=135,EMC -> Differential Mode Chokes - Power,共模电感,SMT,,,共模电感 | Differential Mode Chokes - Power | codes=8 | parts=135,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Differential Mode Chokes - Power | partCount=135,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Differential Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SN,Differential Mode Chokes - Power,,Ferrite,,,,,Differential Mode Chokes - Power,Chilisin official tree,partCount=135,EMC -> Differential Mode Chokes - Power,共模电感,SMT,,,共模电感 | Differential Mode Chokes - Power | codes=8 | parts=135,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Differential Mode Chokes - Power | partCount=135,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Differential Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,HHBC,Differential Mode Chokes - Power,,Ferrite,,,,,Differential Mode Chokes - Power,Chilisin official tree,partCount=135,EMC -> Differential Mode Chokes - Power,共模电感,SMT,,,共模电感 | Differential Mode Chokes - Power | codes=8 | parts=135,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Differential Mode Chokes - Power | partCount=135,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Differential Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SN-P2,Differential Mode Chokes - Power,,Ferrite,,,,,Differential Mode Chokes - Power,Chilisin official tree,partCount=135,EMC -> Differential Mode Chokes - Power,共模电感,SMT,,,共模电感 | Differential Mode Chokes - Power | codes=8 | parts=135,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Differential Mode Chokes - Power | partCount=135,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Differential Mode Chokes - Power,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SBT,Differential Mode Chokes - Signal,,Ferrite,,,,,Differential Mode Chokes - Signal,Chilisin official tree,partCount=61,EMC -> Differential Mode Chokes - Signal,共模电感,SMT,,,共模电感 | Differential Mode Chokes - Signal | codes=4 | parts=61,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Differential Mode Chokes - Signal | partCount=61,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Differential Mode Chokes - Signal,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,BEAD W,Differential Mode Chokes - Signal,,Ferrite,,,,,Differential Mode Chokes - Signal,Chilisin official tree,partCount=61,EMC -> Differential Mode Chokes - Signal,共模电感,SMT,,,共模电感 | Differential Mode Chokes - Signal | codes=4 | parts=61,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Differential Mode Chokes - Signal | partCount=61,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Differential Mode Chokes - Signal,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,BEAD L,Differential Mode Chokes - Signal,,Ferrite,,,,,Differential Mode Chokes - Signal,Chilisin official tree,partCount=61,EMC -> Differential Mode Chokes - Signal,共模电感,SMT,,,共模电感 | Differential Mode Chokes - Signal | codes=4 | parts=61,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Differential Mode Chokes - Signal | partCount=61,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Differential Mode Chokes - Signal,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SNT,Differential Mode Chokes - Signal,,Ferrite,,,,,Differential Mode Chokes - Signal,Chilisin official tree,partCount=61,EMC -> Differential Mode Chokes - Signal,共模电感,SMT,,,共模电感 | Differential Mode Chokes - Signal | codes=4 | parts=61,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Differential Mode Chokes - Signal | partCount=61,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Differential Mode Chokes - Signal,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SSHB21HS,Dual Mode Chokes,,Ferrite,,,,,Dual Mode Chokes,Chilisin official tree,partCount=106,EMC -> Dual Mode Chokes,共模电感,SMT,,,共模电感 | Dual Mode Chokes | codes=5 | parts=106,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Dual Mode Chokes | partCount=106,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Dual Mode Chokes,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SSHB10HS,Dual Mode Chokes,,Ferrite,,,,,Dual Mode Chokes,Chilisin official tree,partCount=106,EMC -> Dual Mode Chokes,共模电感,SMT,,,共模电感 | Dual Mode Chokes | codes=5 | parts=106,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Dual Mode Chokes | partCount=106,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Dual Mode Chokes,chilisin_inductor_tree,,,,,,,,,,,
Chilisin,SSHB21H,Dual Mode Chokes,,Ferrite,,,,,Dual Mode Chokes,Chilisin official tree,partCount=106,EMC -> Dual Mode Chokes,共模电感,SMT,,,共模电感 | Dual Mode Chokes | codes=5 | parts=106,Production,,,,https://www.chilisin.com/en-global/Inductor/index/power?pro_type=2,Chilisin official Next.js tree,官方网页抽取,2026-04-19 19:25,breadcrumb=EMC -> Dual Mode Chokes | partCount=106,,,,,,,,,,,,,,,,,,,,,,,,Chilisin official tree: EMC -> Dual Mode Chokes,chilisin_inductor_tree,,,,,,,,,,,
