品牌,型号,系列,尺寸（inch）,材质（介质）,容值,容值单位,容值误差,耐压（V）,特殊用途,备注1,备注2,备注3,器件类型,安装方式,封装代码,尺寸（mm）,规格摘要,生产状态,长度（mm）,宽度（mm）,高度（mm）,官网链接,数据来源,数据状态,校验时间,校验备注,直径（mm）,脚距（mm）,极性,ESR,纹波电流,寿命（h）,工作温度,阻值@25C,阻值单位,阻值误差,B值,B值条件,共模阻抗,阻抗单位,额定电流,DCR,回路数,电感值,电感单位,电感误差,饱和电流,屏蔽类型,阻抗@100MHz,系列说明,_model_rule_authority,_resistance_ohm,输出频率,频率单位,频差（ppm）,电源电压,输出类型,占空比,频率,负载电容（pF）,驱动电平,_body_size
Coilcraft,SER2010-501ML,SER2000,,Ferrite,,,,,Shielded Power Inductors,Shielded Power Inductors – SER2000 Series,"Values: 0.50 | 0.900 | 1.00 | 148 | 81 | 36 | 45 | 9,40",PDF: https://www.coilcraft.com/pdfs/ser2000.pdf | page=2,功率电感,SMT,SER2000,,"Coilcraft SER2000 | 0.50 µH | DCR 0.900 / 1.00 | Isat 81 A | Irms 36 A / 45 A | Height 9,40 mm | Ferrite",Production,,,"9,40",https://www.coilcraft.com/pdfs/ser2000.pdf,Coilcraft official PDF,官方PDF抽取,2026-04-19 20:06,series=SER2000 | page=2,,,,,,,,,,,,,,,36,0.900 / 1.00,,0.50,µH,,81,,,Shielded Power Inductors – SER2000 Series,coilcraft_ser2000,,,,,,,,,,,SER2000
Coilcraft,SER2011-501ML,SER2000,,Ferrite,,,,,Shielded Power Inductors,Shielded Power Inductors – SER2000 Series,"Values: 0.50 | 1.20 | 1.34 | 161 | 100 | 30 | 40 | 10,67",PDF: https://www.coilcraft.com/pdfs/ser2000.pdf | page=2,功率电感,SMT,SER2000,,"Coilcraft SER2000 | 0.50 µH | DCR 1.20 / 1.34 | Isat 100 A | Irms 30 A / 40 A | Height 10,67 mm | Ferrite",Production,,,"10,67",https://www.coilcraft.com/pdfs/ser2000.pdf,Coilcraft official PDF,官方PDF抽取,2026-04-19 20:06,series=SER2000 | page=2,,,,,,,,,,,,,,,30,1.20 / 1.34,,0.50,µH,,100,,,Shielded Power Inductors – SER2000 Series,coilcraft_ser2000,,,,,,,,,,,SER2000
Coilcraft,SER2009-601ML,SER2000,,Ferrite,,,,,Shielded Power Inductors,Shielded Power Inductors – SER2000 Series,"Values: 0.60 | 0.630 | 0.740 | 648 | 49 | 41 | 54 | 8,64",PDF: https://www.coilcraft.com/pdfs/ser2000.pdf | page=2,功率电感,SMT,SER2000,,"Coilcraft SER2000 | 0.60 µH | DCR 0.630 / 0.740 | Isat 49 A | Irms 41 A / 54 A | Height 8,64 mm | Ferrite",Production,,,"8,64",https://www.coilcraft.com/pdfs/ser2000.pdf,Coilcraft official PDF,官方PDF抽取,2026-04-19 20:06,series=SER2000 | page=2,,,,,,,,,,,,,,,41,0.630 / 0.740,,0.60,µH,,49,,,Shielded Power Inductors – SER2000 Series,coilcraft_ser2000,,,,,,,,,,,SER2000
Coilcraft,SER2010-601ML,SER2000,,Ferrite,,,,,Shielded Power Inductors,Shielded Power Inductors – SER2000 Series,"Values: 0.60 | 0.900 | 1.00 | 115 | 70 | 36 | 45 | 9,40",PDF: https://www.coilcraft.com/pdfs/ser2000.pdf | page=2,功率电感,SMT,SER2000,,"Coilcraft SER2000 | 0.60 µH | DCR 0.900 / 1.00 | Isat 70 A | Irms 36 A / 45 A | Height 9,40 mm | Ferrite",Production,,,"9,40",https://www.coilcraft.com/pdfs/ser2000.pdf,Coilcraft official PDF,官方PDF抽取,2026-04-19 20:06,series=SER2000 | page=2,,,,,,,,,,,,,,,36,0.900 / 1.00,,0.60,µH,,70,,,Shielded Power Inductors – SER2000 Series,coilcraft_ser2000,,,,,,,,,,,SER2000
Coilcraft,SER2011-601ML,SER2000,,Ferrite,,,,,Shielded Power Inductors,Shielded Power Inductors – SER2000 Series,"Values: 0.60 | 1.20 | 1.34 | 124 | 90 | 30 | 40 | 10,67",PDF: https://www.coilcraft.com/pdfs/ser2000.pdf | page=2,功率电感,SMT,SER2000,,"Coilcraft SER2000 | 0.60 µH | DCR 1.20 / 1.34 | Isat 90 A | Irms 30 A / 40 A | Height 10,67 mm | Ferrite",Production,,,"10,67",https://www.coilcraft.com/pdfs/ser2000.pdf,Coilcraft official PDF,官方PDF抽取,2026-04-19 20:06,series=SER2000 | page=2,,,,,,,,,,,,,,,30,1.20 / 1.34,,0.60,µH,,90,,,Shielded Power Inductors – SER2000 Series,coilcraft_ser2000,,,,,,,,,,,SER2000
Coilcraft,SER2012-601ML,SER2000,,Ferrite,,,,,Shielded Power Inductors,Shielded Power Inductors – SER2000 Series,"Values: 0.60 | 1.44 | 1.60 | 115 | 97 | 25 | 35 | 11,94",PDF: https://www.coilcraft.com/pdfs/ser2000.pdf | page=2,功率电感,SMT,SER2000,,"Coilcraft SER2000 | 0.60 µH | DCR 1.44 / 1.60 | Isat 97 A | Irms 25 A / 35 A | Height 11,94 mm | Ferrite",Production,,,"11,94",https://www.coilcraft.com/pdfs/ser2000.pdf,Coilcraft official PDF,官方PDF抽取,2026-04-19 20:06,series=SER2000 | page=2,,,,,,,,,,,,,,,25,1.44 / 1.60,,0.60,µH,,97,,,Shielded Power Inductors – SER2000 Series,coilcraft_ser2000,,,,,,,,,,,SER2000
Coilcraft,SER2009-681ML,SER2000,,Ferrite,,,,,Shielded Power Inductors,Shielded Power Inductors – SER2000 Series,"Values: 0.68 | 0.630 | 0.740 | 454 | 45 | 41 | 54 | 8,64",PDF: https://www.coilcraft.com/pdfs/ser2000.pdf | page=2,功率电感,SMT,SER2000,,"Coilcraft SER2000 | 0.68 µH | DCR 0.630 / 0.740 | Isat 45 A | Irms 41 A / 54 A | Height 8,64 mm | Ferrite",Production,,,"8,64",https://www.coilcraft.com/pdfs/ser2000.pdf,Coilcraft official PDF,官方PDF抽取,2026-04-19 20:06,series=SER2000 | page=2,,,,,,,,,,,,,,,41,0.630 / 0.740,,0.68,µH,,45,,,Shielded Power Inductors – SER2000 Series,coilcraft_ser2000,,,,,,,,,,,SER2000
Coilcraft,SER2010-681ML,SER2000,,Ferrite,,,,,Shielded Power Inductors,Shielded Power Inductors – SER2000 Series,"Values: 0.68 | 0.900 | 1.00 | 136 | 62 | 36 | 45 | 9,40",PDF: https://www.coilcraft.com/pdfs/ser2000.pdf | page=2,功率电感,SMT,SER2000,,"Coilcraft SER2000 | 0.68 µH | DCR 0.900 / 1.00 | Isat 62 A | Irms 36 A / 45 A | Height 9,40 mm | Ferrite",Production,,,"9,40",https://www.coilcraft.com/pdfs/ser2000.pdf,Coilcraft official PDF,官方PDF抽取,2026-04-19 20:06,series=SER2000 | page=2,,,,,,,,,,,,,,,36,0.900 / 1.00,,0.68,µH,,62,,,Shielded Power Inductors – SER2000 Series,coilcraft_ser2000,,,,,,,,,,,SER2000
Coilcraft,SER2011-681ML,SER2000,,Ferrite,,,,,Shielded Power Inductors,Shielded Power Inductors – SER2000 Series,"Values: 0.68 | 1.20 | 1.34 | 135 | 78 | 30 | 40 | 10,67",PDF: https://www.coilcraft.com/pdfs/ser2000.pdf | page=2,功率电感,SMT,SER2000,,"Coilcraft SER2000 | 0.68 µH | DCR 1.20 / 1.34 | Isat 78 A | Irms 30 A / 40 A | Height 10,67 mm | Ferrite",Production,,,"10,67",https://www.coilcraft.com/pdfs/ser2000.pdf,Coilcraft official PDF,官方PDF抽取,2026-04-19 20:06,series=SER2000 | page=2,,,,,,,,,,,,,,,30,1.20 / 1.34,,0.68,µH,,78,,,Shielded Power Inductors – SER2000 Series,coilcraft_ser2000,,,,,,,,,,,SER2000
Coilcraft,SER2012-681ML,SER2000,,Ferrite,,,,,Shielded Power Inductors,Shielded Power Inductors – SER2000 Series,"Values: 0.68 | 1.44 | 1.60 | 103 | 85 | 25 | 35 | 11,94",PDF: https://www.coilcraft.com/pdfs/ser2000.pdf | page=2,功率电感,SMT,SER2000,,"Coilcraft SER2000 | 0.68 µH | DCR 1.44 / 1.60 | Isat 85 A | Irms 25 A / 35 A | Height 11,94 mm | Ferrite",Production,,,"11,94",https://www.coilcraft.com/pdfs/ser2000.pdf,Coilcraft official PDF,官方PDF抽取,2026-04-19 20:06,series=SER2000 | page=2,,,,,,,,,,,,,,,25,1.44 / 1.60,,0.68,µH,,85,,,Shielded Power Inductors – SER2000 Series,coilcraft_ser2000,,,,,,,,,,,SER2000
